,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,predicted
22266,22266,Italy,"late-harvested garganega grapes , aromas pressed spanish broom , ripe yellow stone candied citrus drop . aromas follow soft , rounded palate along toasted almond note .",I Tarai,88,22.0,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Corte Moschina 2014 I Tarai  (Soave),Garganega,Corte Moschina,5
22777,22777,Italy,"crisp , savory white offers layers white peach , tart granny smith apple lemon-lime flavors . 's vibrant well balanced , refreshing acidity . almond note signals close .",Vin Soave,90,15.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Inama 2013 Vin Soave  (Soave Classico),Garganega,Inama,5
24096,24096,Italy,"heady aromas ripe apple , white peach , baking spice chopped herb lead fresh creamy palate . energizing mineral note brightens succulent flavors hint pineapple lingers finish . lots enjoy .",Costeggiola,90,22.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Guerrieri Rizzardi 2015 Costeggiola  (Soave Classico),Garganega,Guerrieri Rizzardi,5
24107,24107,Italy,"mature orchard , lychee , citrus zest balsamic note lead way . savory palate shows citrus zest unusual salty hint cured meat alongside fresh acidity . toasted note marks finish .",Il Roccolo,89,,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Le Mandolare 2015 Il Roccolo  (Soave Classico),Garganega,Le Mandolare,5
24394,24394,Italy,"white flower orchard aromas come together bright , easy-drinking . simple palate offers golden apple tangerine notes , alongside zesty acidity hint bitter almond .",Fontègo,86,13.0,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,La Cappuccina 2016 Fontègo  (Soave),White Blend,La Cappuccina,5
26413,26413,Italy,"full-bodied white aromas dried apricots , ripe pear whiff alcohol . round , forward palate offers concentrated yellow peach , citrus , lemon drop , ginger hint bread crust .",Motto Piane,88,20.0,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Fattori 2012 Motto Piane  (Soave),Garganega,Fattori,5
26490,26490,Italy,"subtle aromas wild flower whiff exotic . bright fruity palate offers white peach , apple hint honeydew melon . 's straightforward refreshing .",Vigne di Sande,87,,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Villa Canestrari 2016 Vigne di Sande  (Soave),Garganega,Villa Canestrari,5
27040,27040,Italy,"tropical , citrus white almond scents lead nose . tangy palate , oak hints underscore grapefruit , juicy yellow peach dried herb flavors , candied note lemon drop .",,88,16.0,Veneto,Soave Superiore,,Kerin O’Keefe,@kerinokeefe,Corte Giacobbe 2015  Soave Superiore,Garganega,Corte Giacobbe,5
27507,27507,Italy,"savory white toasted nut , mature apple citrus zest aromas . mirroring nose , round , juicy palate doles ripe apple , peach candied tangerine flavors moderate freshness . bitter almond note graces finish .",,89,14.0,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Franchetto 2015  Soave,Garganega,Franchetto,5
33163,33163,Italy,"aromas lemon , white flower white stone lead nose bright , juicy bright palate offers pear , peach nectarine zest . note white almond caps finish .",Cengelle,87,,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Corte Mainente 2015 Cengelle  (Soave),Garganega,Corte Mainente,5
33792,33792,Italy,"hands one italy 's best whites , boasts alluring white flower yellow stone scents . enveloping , delicious palate delivers white peach , mature pear , ginger lemon drop flavors . fresh acidity brightens creamy flavors mineral note energizes finish .",La Froscà,94,29.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Gini 2015 La Froscà  (Soave Classico),Garganega,Gini,5
35096,35096,Italy,"floral aromas recall jasmine spring flowers along whiff graphite . linear palate offers yellow peach , golden apples , citrus mineral note . white almond marks finish .",Danieli,87,17.0,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Fattori 2012 Danieli  (Soave),Garganega,Fattori,5
35097,35097,Italy,"aromas spring wild flowers come together subtle hint peach . savory palate delivers citrus , grapefruit crisp pear along note white almond .",Runcaris,87,14.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Fattori 2012 Runcaris  (Soave Classico),Garganega,Fattori,5
35983,35983,Italy,"delicate scents spring blossom , exotic , hazelnut whiff oak emerge radiant white . linear , elegant palate offers tangerine zest , yellow apple , mineral bitter almond accompanied vibrant acidity . 's loaded finesse .",La Rocca,91,31.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Pieropan 2013 La Rocca  (Soave Classico),White Blend,Pieropan,5
36367,36367,Italy,"pretty aromas stone yellow flower come together glass . vertical palate delivers dried peach , yellow apple , nectarine zest flinty note balanced bright acidity .",Tufaie,88,15.0,Veneto,Soave Classico Superiore,,Kerin O’Keefe,@kerinokeefe,Bolla 2013 Tufaie  (Soave Classico Superiore),White Blend,Bolla,5
36586,36586,Italy,"enticingly fragrant offers scents white spring flower , apple , ginger flint . elegantly structured palate , radiant acidity underscores crisp apple , bosc pear , white peach lemon drop , salty mineral note closes tangy finish . 's impressive effort overall washout vintage . drink 2024 .",La Froscà,92,29.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Gini 2014 La Froscà  (Soave Classico),Garganega,Gini,5
37099,37099,Italy,"aromas suggesting mature yellow apple , acacia flower whiff lychee . straightforward enjoyable palate offers ripe bartlett pear , bitter almond hint mineral . enjoy soon .",,87,11.0,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,La Cappuccina 2015  Soave,Garganega,La Cappuccina,5
37386,37386,Italy,"cloudy , unfiltered white delicate grilled herb , wet stone ripe orchard aromas . crisp , linear palate delivers saline-inflected white peach nectarine flavors bright almond note closes finish .",,88,,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Corte Adami 2015  Soave,Garganega,Corte Adami,5
37398,37398,Italy,"fresh linear , offers spring wild flower white stone aromas luminous palate offers bosc pear , citrus hint white almond . bright , slightly tangy finish .",Monte Tenda,88,20.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Gianni Tessari 2016 Monte Tenda  (Soave Classico),White Blend,Gianni Tessari,5
38336,38336,Italy,"'s enjoyable straightforward white offers aromas flavors ripe apple , peach hint nectarine zest . white almond note closes finish .",Il Selese,87,14.0,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,I Stefanini 2015 Il Selese  (Soave),Garganega,I Stefanini,5
38340,38340,Italy,"ripe aromas mature yellow apple balsamic note lead nose along hint candied lemon zest . aromas follow round , ready palate along note bitter almond .",Sassani,87,,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Marcello Turra 2015 Sassani  (Soave Classico),Garganega,Marcello Turra,5
41034,41034,Italy,"smoky nose hints flint stone leads way linear white . juicy palate delivers yellow peach , crisp apple , lemon drop hint ginger alongside bright acidity .",Monte Fiorentine,89,20.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Ca' Rugate 2013 Monte Fiorentine  (Soave Classico),Garganega,Ca' Rugate,5
42287,42287,Italy,"subdued acacia flower , toasted nut dried aromatic herb aromas lead nose palate offers yellow apple skin flavors hint citrus zest . bitter almond marks lean finish .",Vigna della Corte,86,16.0,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Corte Adami 2015 Vigna della Corte  (Soave),Garganega,Corte Adami,5
42288,42288,Italy,"'s lively , informal white redolent green apple , peach citrus , vibrant acidity . 's simple well , crisp , refreshing finish .",,86,15.0,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Corte Giara 2016  Soave,White Blend,Corte Giara,5
46548,46548,Italy,'s enjoyable soave one veneto 's renowned amarone producers . shows pretty fragrance white spring flowers melon palate boasts juicy cantaloup pear . finishes fresh crisp .,,87,17.0,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Allegrini 2012  Soave,White Blend,Allegrini,5
46999,46999,Italy,"white flower yellow stone aromas lead way straightforward white bright palate offers yellow apple , apricot bitter almond flavors . zesty acidity gives refreshing finish .",Monopolio,86,,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Cantina di Gambellara 2016 Monopolio  (Soave Classico),Garganega,Cantina di Gambellara,5
47326,47326,Italy,"delicate spring wildflower orchard aromas lift glass . simple , diluted palate mirrors nose , offering hints pear peach , zesty acidity .",,85,16.0,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Fattori 2016  Soave,Garganega,Fattori,5
49354,49354,Italy,"100 % garganega , amber-colored features floral aromas dried white spring flower , peach blossom stone . palate , rosemary honey accents add interest ripe yellow peach . closes note white toasted almond .",Arzimo,89,28.0,Veneto,Recioto di Soave,,Kerin O’Keefe,@kerinokeefe,La Cappuccina 2010 Arzimo  (Recioto di Soave),Garganega,La Cappuccina,5
49415,49415,Italy,"aromas grapefruit crushed tomato vine lead nose . ripe rounded palate offers honeydew melon , lemon drop note crushed dill alongside fresh acidity .",,88,17.0,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Corte Giacobbe 2016  Soave,Garganega,Corte Giacobbe,5
52509,52509,Italy,"delicate orange blossom pear aromas waft glass . linear palate offers crisp apple , juicy peach bitter almond note coupled brisk acidity .",San Michele,88,15.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Ca' Rugate 2013 San Michele  (Soave Classico),Garganega,Ca' Rugate,5
52551,52551,Italy,"delicate aromas recall white spring flower green apple . bright palate offers mature bartlett pear , nectarine hint bitter almond alongside brisk acidity .",Costeggiola,87,19.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Guerrieri Rizzardi 2013 Costeggiola  (Soave Classico),Garganega,Guerrieri Rizzardi,5
54169,54169,Italy,"aromas pressed honeysuckle orchard lead nose vibrant savory palate doles ripe peach , yellow apple hint lemon zest . almond note lends pleasantly bitter finish .",Vigneto Sengialta,90,17.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Balestri Valda 2014 Vigneto Sengialta  (Soave Classico),White Blend,Balestri Valda,5
55218,55218,Italy,"floral scents recall acacia flower , broom , dried apricot , beeswax tropical . 100-year-old garganega vines , elegant , varied palate offering flavors juicy yellow peach , mature pear , clove energizing mineral alongside fresh acidity . impeccably balanced delicious , continue develop years . drink 2027 .",Contrada Salvarenza Vecchie Vigne,92,38.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Gini 2012 Contrada Salvarenza Vecchie Vigne  (Soave Classico),Garganega,Gini,5
56469,56469,Italy,"vines 30 60 years old , radiant white aromas recall white spring flower , mint pear . elegant , linear palate delivers concentrated flavors juicy apple , creamy pear zesty citrus , firm acidity . lingering finish closes mineral note .",Calvarino,93,31.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Pieropan 2012 Calvarino  (Soave Classico),White Blend,Pieropan,5
60078,60078,Italy,"bright easy drinking , delicate aromas yellow wild flower whiff pear . 's fresh simple , offering yellow apple hint citrus zest alongside crisp acidity .",Roncathe,86,12.0,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Corte Moschina 2016 Roncathe  (Soave),Garganega,Corte Moschina,5
60087,60087,Italy,"aromas white spring flower yellow stone lead nose bright straightforward white . 's simple well , flavors yellow peach hint dried herb alongside crisp acidity .",,86,15.0,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Gianni Tessari 2016  Soave,White Blend,Gianni Tessari,5
60456,60456,Italy,"aromas honeysuckle orchard lead nose . fruity palate doles white peach , green apple hint white almond alongside lively acidity . mineral note signals close .",,88,14.0,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,La Cappuccina 2013  Soave,White Blend,La Cappuccina,5
61289,61289,Italy,"ripe peach , apple exotic aromas lead nose carry round , easy-drinking palate along hints sage white almond . light mineral note lends energy .",Castel Cerino,88,,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Coffele 2015 Castel Cerino  (Soave Classico),Garganega,Coffele,5
61817,61817,Italy,aromas mature yellow apple whiff chamomile flower lead nose . aromas carry extremely ripe palate along hint acacia marked note bitter almond .,,85,,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Marcello Turra 2015  Soave,Garganega,Marcello Turra,5
62363,62363,Italy,"aromas pressed honeysuckle orchard lead nose vibrant savory palate doles ripe peach , yellow apple hint lemon zest . almond note lends pleasantly bitter finish .",Vigneto Sengialta,90,17.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Balestri Valda 2014 Vigneto Sengialta  (Soave Classico),White Blend,Balestri Valda,5
62628,62628,Italy,"delicate aromas hawthorn , white wildflower stone mingle glass . vibrant palate offers tart yellow apple , juicy nectarine bitter almond alongside zesty acidity . steely mineral note marks finish .",,88,15.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Monte Tondo 2013  Soave Classico,Garganega,Monte Tondo,5
63150,63150,Italy,"delicate aromas suggest stone , flint mediterranean herb . luminous palate delivers white peach , bartlett pear , crisp apple , almond energizing mineral vein .",Monte Carbonare,91,30.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Suavia 2013 Monte Carbonare  (Soave Classico),Garganega,Suavia,5
63157,63157,Italy,"fragrances recall honeysuckle , jasmine citrus zest . juicy palate offers creamy green apple , bartlett pear nectarine alongside zesty acidity . note white almond signals close .",,91,17.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Pieropan 2013  Soave Classico,White Blend,Pieropan,5
63973,63973,Italy,"offers aromas yellow stone pressed acacia flower . lean palate , racy acidity frames suggestions yellow apple skin , lime salty mineral bitter almond note marks close .",,85,20.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Pagani 2014  Soave Classico,Garganega,Pagani,5
65289,65289,Italy,"enticing aromas white flower , ripe orchard hint slate mingle glass . round palate offers juicy white peach , creamy green apple , tropical almond alongside fresh acidity . mineral note signals finish .",,88,21.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Le Battistelle 2012  Soave Classico,Garganega,Le Battistelle,5
65304,65304,Italy,"aromas candied , vanilla toasted oak lead nose . firm palate offers dried yellow peach , mature yellow apple , lemon drop , toast vanilla alongside soft acidity . closes note bitter almond .",Auge Riserva,88,21.0,Veneto,Soave Superiore,,Kerin O’Keefe,@kerinokeefe,Villa Canestrari 2012 Auge Riserva  (Soave Superiore),Garganega,Villa Canestrari,5
65362,65362,Italy,"stunning single-vineyard selection one italy 's iconic whites helped kick soave 's renaissance . delivers pressed yellow flowers , golden apples , citrus , melon mango alongside mineral toasted almond notes . already delicious well balanced , age beautifully develop complexity several years least . drink 2021 .",La Rocca,95,31.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Pieropan 2011 La Rocca  (Soave Classico),Garganega,Pieropan,5
66154,66154,Italy,"white spring flower , citrus apple aromas set tone bright palate offers pear , nectarine zest hint bitter almond . fresh acidity gives crisp finish .",San Michele,88,15.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Ca' Rugate 2016 San Michele  (Soave Classico),Garganega,Ca' Rugate,5
66172,66172,Italy,"aromas grapefruit crushed tomato vine lead nose . ripe rounded palate offers honeydew melon , lemon drop note crushed dill alongside fresh acidity .",,88,17.0,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Corte Giacobbe 2016  Soave,Garganega,Corte Giacobbe,5
66630,66630,Italy,"subtle aromas yellow peach , golden apple honeydew melon lead . however palate rather lean , citrus mineral notes alongside bracing acidity much richness .",Monte San Piero,86,27.0,Veneto,Soave Superiore,,Kerin O’Keefe,@kerinokeefe,Sandro de Bruno 2010 Monte San Piero  (Soave Superiore),Garganega,Sandro de Bruno,5
67229,67229,Italy,"orchard white flower aromas meld together pretty white . bright palate , fresh acidity underscores white peach , bartlett pear juicy nectarine suggestions .",Ca' Bianchi,87,,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Le Albare 2016 Ca' Bianchi  (Soave),Garganega,Le Albare,5
69802,69802,Italy,"toasted oak , pressed wild flower hay aromas . lean , diluted palate offers butterscotch tart lemon zest flavors . although acidity brisk , lacks richness .",,84,25.0,Veneto,Soave Classico Superiore,,Kerin O’Keefe,@kerinokeefe,Villa Canestrari 2014  Soave Classico Superiore,Garganega,Villa Canestrari,5
70605,70605,Italy,runcaris easiest fattori 's three garganega-based wines . shows beautiful notes citrus honeydew melon flavors white peach touch exotic . show pretty aromatic intensity .,Runcaris,86,15.0,Veneto,Soave Classico,,,,Fattori 2011 Runcaris  (Soave Classico),Garganega,Fattori,5
71452,71452,Italy,"charming white discloses delicate aromas yellow flower stone . bright palate displays tart apple bartlett pear alongside bitter almond . 's balanced fresh , lively acidity .",Runcaris,87,13.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Fattori 2013 Runcaris  (Soave Classico),Garganega,Fattori,5
72050,72050,Italy,"charming white discloses delicate aromas yellow flower stone . bright palate displays tart apple bartlett pear alongside bitter almond . 's balanced fresh , lively acidity .",Runcaris,87,13.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Fattori 2013 Runcaris  (Soave Classico),Garganega,Fattori,5
72513,72513,Italy,"pretty showcases aromas yellow flowers exotic . bright palate offers honeydew melon , apple hint almond alongside crisp acidity leaves quenching finish .",Rocca Sveva,86,15.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Cantina di Soave 2012 Rocca Sveva  (Soave Classico),Garganega,Cantina di Soave,5
75700,75700,Italy,"aromas ripe granny smith apple exotic lead creamy flavors apricot , beeswax hint pineapple delicious white . enough fresh acidity balances rich flavors .",Monte de Toni,90,18.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,I Stefanini 2015 Monte de Toni  (Soave Classico),Garganega,I Stefanini,5
76420,76420,Italy,"aromas white wild flower chamomile float glass along whiff orchard . ripe round palate offers juicy bartlett pear , golden apple peach . note bitter almond wraps finish .",San Michele,90,16.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Ca' Rugate 2015 San Michele  (Soave Classico),Garganega,Ca' Rugate,5
