,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,predicted
44922,44922,France,"produced entre-deux-mers region , light , fresh young tannins stalky black-currant flavors . crisp lively acidity juicy aftertaste . give another months drink late 2016 .",,85,11.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Blouin 2014  Bordeaux,Bordeaux-style Red Blend,Château Blouin,10
54900,54900,France,"touch spice comes wood aging . plenty well , promising good future . ripe rich , age well , drink 2016. maurice robert family winery , heart entre-deux-mers , third generation . sauve majeure benedictine abbey village unesco world heritage pilgrim route .",Cuvée Majeure,90,22.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Turcaud 2014 Cuvée Majeure  (Bordeaux Blanc),Bordeaux-style White Blend,Château Turcaud,10
59055,59055,France,"56 acres estate heart entre deux mers region . young fruity stalky black currant fruits fresh acidity . 's light touch spicy wood crisp , red aftertaste .",,84,16.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Guillebot Plaisance 2013  Bordeaux,Bordeaux-style Red Blend,Château Guillebot Plaisance,10
61853,61853,France,"dominated cabernet sauvignon , structured firm still young . solid tannins cut black currant fresh acidity . give 2017 best . vineyard eastern end entre-deux-mers .",,87,12.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Castenet 2012  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Castenet,10
70010,70010,France,"dark color , entre-deux-mers shows structure , firm black fruits rich tannins . berry fruits , black currants , smokiness fresh acidity well integrated balanced firmer texture . certainly age , drink 2015 .",,87,12.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Fourchou 2010  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Fourchou,10
70760,70760,France,"vines far east entre-deux-mers region , red fruits , lightly tannic plenty fresh acidity . surprisingly ready drink .",Murets de Mez,85,10.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Cave du Marmandais 2015 Murets de Mez  (Bordeaux),Bordeaux-style Red Blend,Cave du Marmandais,10
71099,71099,France,minty aromas reflect new wood used age . red berry fruitiness recalls vintage firm tannins allow age several years . comes western end entre-deux-mers region . drink 2019 .,,88,15.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château de Bel 2014  Bordeaux Supérieur,Bordeaux-style Red Blend,Château de Bel,10
72999,72999,France,"generous , herbal heart entre-deux-mers region attractive spice great fruitiness . addition citrus character , mango flavor richness broaden . drink .",Cuvée Majeure,89,22.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Turcaud 2015 Cuvée Majeure  (Bordeaux Blanc),Bordeaux-style White Blend,Château Turcaud,10
73340,73340,France,"red eastern end entre deux mers region , smooth already accessible . attractive black fruits soft tannins accompany touches vanilla . 's ready drink .",Luna B,86,10.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Les Vignerons Réunis de Monségur 2012 Luna B  (Bordeaux),Bordeaux-style Red Blend,Les Vignerons Réunis de Monségur,10
73836,73836,France,"spicy , ripe fruits , apricot peach well twist lemon . aftertaste fresh fruity . queyren family 's 100 years business makes good use entre-deux-mers ' vineyard 80 % sauvignon blanc 20 % sémillon .",,87,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Pilet 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château Pilet,10
73839,73839,France,"totally refreshing crisp , lively packed acidity well red currant fruits . 's delicious fine apéritif doublet family entre-deux-mers .",,87,12.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Vignol 2014 Rosé (Bordeaux Rosé),Rosé,Château Vignol,10
73960,73960,France,"ripe fruity vineyards east entre-deux-mers region apple , citrus lightly herbal characteristics . crisp texture refreshing . drink .",,85,12.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Haut Maurin 2016  Bordeaux Blanc,Bordeaux-style White Blend,Château Haut Maurin,10
78433,78433,France,"based heart entre-deux-mers , vineyard ancient monastic origins . 2005 well-balanced , structured cabernet rounded merlot . rich , complex , food friendly .",Château Haut Mouleyre,89,14.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Bernard Magrez 2005 Château Haut Mouleyre  (Bordeaux),Bordeaux-style Red Blend,Bernard Magrez,10
78751,78751,France,"queyren family 's 100 years business makes good use entre-deux-mers ' vineyard 80 % sauvignon blanc 20 % sémillon . wood aging , giving spice ripe yellow fruits balance . strong line acidity cuts warmer , toasty character leave aftertaste fresh citrus .",Les Hauts de Massonne,88,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Pilet 2014 Les Hauts de Massonne  (Bordeaux Blanc),Bordeaux-style White Blend,Château Pilet,10
87932,87932,France,"soft spicy comes heart entre-deux-mers region . blackberry fruits balanced acidity , typical vintage . fruity , backed tannins ready drink .",,85,13.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Toudenac 2014  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Toudenac,10
91566,91566,France,"smoky wood-aged shows tannins well black fruits . fine structure balances fruitiness . produced entre-deux-mers , spicy , fresh aftertaste .",,88,15.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château la Calvaire 2012  Bordeaux Supérieur,Bordeaux-style Red Blend,Château la Calvaire,10
92208,92208,France,"fresh juicy , full-bodied structured comes heart entre-deux-mers region , gives fruitiness blackberry flavors . develop quickly drunk 2016 .",,87,20.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Peyfaures 2010  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Peyfaures,10
99226,99226,France,"dense solid comes eastern ends entre-deux-mers . full black fruits balance firm , dry tannins . juicy acidity bursts end 's already delicious age well . best drink 2017 .",,88,10.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Grand Marchand 2012  Bordeaux,Bordeaux-style Red Blend,Château Grand Marchand,10
111099,111099,France,"potential . , textured tight . future , plenty citrus , crisp acidity ripe apple flavors promise fruity , fragrant . grapes , vinified wood , graves entre-deux-mers . drink 2016 .",,88,13.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Michel Lynch 2014  Bordeaux Blanc,Bordeaux-style White Blend,Michel Lynch,10
111474,111474,France,"queyren family 's 100 years business makes good use entre-deux-mers ' vineyard 80 % sauvignon blanc 20 % sémillon . wood aging , giving spice ripe yellow fruits balance . strong line acidity cuts warmer , toasty character leave aftertaste fresh citrus .",Les Hauts de Massonne,88,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Pilet 2014 Les Hauts de Massonne  (Bordeaux Blanc),Bordeaux-style White Blend,Château Pilet,10
114755,114755,France,"eminence river garonne , estate entre-deux-mers . , juicy red fruits , touch tannins along crisp acidity mineral aftertaste . produced organically grown grapes , clean , bright ready drink 2019 .",,85,17.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Lauretan 2014  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Lauretan,10
114756,114756,France,"fruity soft tannins reflects crispness vintage . , full blackberry balanced acidity comes estate heart entre-deux-mers region bordeaux . drink .",,85,10.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château les Terrasses de Bouey 2014  Bordeaux,Bordeaux-style Red Blend,Château les Terrasses de Bouey,10
117627,117627,France,"red eastern end entre deux mers region , smooth already accessible . attractive black fruits soft tannins accompany touches vanilla . 's ready drink .",Luna B,86,10.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Les Vignerons Réunis de Monségur 2012 Luna B  (Bordeaux),Bordeaux-style Red Blend,Les Vignerons Réunis de Monségur,10
119417,119417,France,"vineyards entre-deux-mers region bordeaux , fontana family dry core surrounded ripe , fresh . still young age , certainly 2017 .",Grande Réserve,86,14.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Haut Clairbes 2014 Grande Réserve  (Bordeaux),Bordeaux-style Red Blend,Château Haut Clairbes,10
122671,122671,France,"southern slopes bordeaux 's entre-deux-mers , rounded , fleshy packed plum smoke flavors . vintage 's richness soft tannins , making already drinkable .",Clos Sainte-Anne,89,,Bordeaux,Côtes de Bordeaux,,Roger Voss,@vossroger,Château Thieuley 2009 Clos Sainte-Anne  (Côtes de Bordeaux),Merlot,Château Thieuley,10
126117,126117,France,"simple , youthful white , perfumed spicy well crisply fruity . entre-deux-mers region , cool , clean , laden green plums white currant flavors . aging next months .",,85,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château du Pin Franc 2012  Bordeaux Blanc,Bordeaux-style White Blend,Château du Pin Franc,10
128233,128233,France,"vines heart entre-deux-mers , 85 % merlot rich layers young black spicy wood flavors . still young , structured needs time powerful tannins soften . drink 2019 .",,87,26.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Jean de Bel Air 2015  Bordeaux,Bordeaux-style Red Blend,Château Jean de Bel Air,10
129186,129186,France,"situated heart heart entre-deux-mers , estate long history dating back middle ages . stalky black currant acidity , fruity cool edge crisp edge . drink 2018 .",,84,12.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Pey de Faure 2014  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Pey de Faure,10
