,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,predicted
1933,1933,France,"fine , rich black-fruit flavors give sense ripeness , openness generosity . wood balance already fine , showing ready drink year .",,87,18.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Grand Billard 2011  Bordeaux,Bordeaux-style Red Blend,Château Grand Billard,4
2296,2296,Italy,"bold modern , fonterutoli delivers goods year year . rich plush deep concentration excellent intensity . 'll get aromas bright cherry spice makes stand apart clarity purity aromas .",Fonterutoli,90,28.0,Tuscany,Chianti Classico,,,,Mazzei 2007 Fonterutoli  (Chianti Classico),Sangiovese,Mazzei,4
2320,2320,France,"ripe red flavors , dry core , balanced tannins plenty acidity end . drink . maurin family 's organic vineyards permitted grapes bordeaux , good thing difficult vintage . merlot ( 60 % ) , carmenère ( 15 % ) , petit verdot ( 15 % ) malbec ( 10 % ) .",,85,15.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château la Croix de Roche 2013  Bordeaux Supérieur,Bordeaux-style Red Blend,Château la Croix de Roche,4
2322,2322,France,"light fruity , well balanced plenty red berry flavors light tannins . fresh ready drink late 2016. 30-acre vineyard one appellation 's highest spots bought 2009 denis durantou , owner château l'église clinet pomerol .",,85,,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château Montlanderie 2013  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château Montlanderie,4
2824,2824,France,"exceptional value bordeaux , ripe , full fruity . smoky tannins juicy black currant flavors bright generous . ready drink 2016 .",Murets de Mez,86,10.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Cave du Marmandais 2014 Murets de Mez  (Bordeaux),Bordeaux-style Red Blend,Cave du Marmandais,4
2827,2827,France,"property owned château bel air , ouvrard produced lightly fruity fresh red berry fruits right amount acidity . light tannins act backbone general fruitiness .",Château Ouvrard,86,,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Bel Air 2012 Château Ouvrard  (Bordeaux Supérieur),Bordeaux-style Red Blend,Château Bel Air,4
2895,2895,France,"case , vieilles vignes ( old vines ) means vines 20 years . soft , rounded full red cherry fruitiness . judicious wood aging rounded leaving intact . drunk , better 2016 .",Vieilles Vignes,86,30.0,Burgundy,Bourgogne Hautes Côtes de Nuits,,Roger Voss,@vossroger,Manuel Olivier 2012 Vieilles Vignes  (Bourgogne Hautes Côtes de Nuits),Pinot Noir,Manuel Olivier,4
2975,2975,France,"ripe spicy dop family 's 27 acres offers layers black fruits . concentrated texture firm structure juicy dense . richness , develop smooth generous . drink 2019 .",,91,,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Haut Cabut 2014  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Haut Cabut,4
2977,2977,France,"vineyard one highest castillon points . big tannins also , dense . dry core well rich blackberry fruits . concentrated full , seriously worth drinking 2019 .",,91,25.0,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château Montlandrie 2014  Castillon Côtes de Bordeaux,Merlot,Château Montlandrie,4
2978,2978,France,"owner thierry valette around right bank ( family owned pavie owns troplong mondot ) , consultant , world . offers delicious juicy fine tannins ripe red fruits . mint spice perfumes along balanced acidity . drink attractive 2018 .",,91,,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Clos Puy Arnaud 2014  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Clos Puy Arnaud,4
3265,3265,France,"well-crafted fruity , fresh character allows room red berry flavors . 's ripe , keeping freshness bringing warmer , caramel character .",,86,11.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Quai de la Lune 2014 Rosé (Bordeaux Rosé),Rosé,Quai de la Lune,4
3268,3268,France,"intense acidity young fruitiness , needs time . potential white citrus , herbaceous character needs soften . drink late 2015 .",,86,14.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Buisson-Redon 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château Buisson-Redon,4
3821,3821,Spain,"typical best 2009 riojas , aromatic scents berry fruits , graphite spice mixed right proportions . well-structured palate features firm flexible tannins fresh flavors plum , berry , spice mocha . finish , darkness takes form espresso , peppercorn bitter chocolate flavors . drunk benefit another 5–10 years aging .",Norte,93,95.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Pujanza 2009 Norte  (Rioja),Red Blend,Pujanza,4
4131,4131,France,"fruity spicy , finely wrought . structured concentrated , develop well , giving solid tannins well blackberry fruits . drink sébastian nicolas carreau 2019 .",Amiral,90,27.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Vignobles Carreau Selection 2014 Amiral  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Vignobles Carreau Selection,4
4204,4204,France,"produced cooperative hautes côtes , bright fruity . light tannins warm , red cherry character . acidity structure could age , although long . drink 2018 .",,87,18.0,Burgundy,Bourgogne Hautes Côtes de Beaune,,Roger Voss,@vossroger,Nuiton-Beaunoy 2015  Bourgogne Hautes Côtes de Beaune,Pinot Noir,Nuiton-Beaunoy,4
4208,4208,France,"hills west nuits-st.-georges , crisp , red berry-flavored . light tannins juicy , perfumed fruit—all balance ready drink soon , 2018 .",,87,23.0,Burgundy,Bourgogne Hautes Côtes de Nuits,,Roger Voss,@vossroger,Pierre Gruber 2014  Bourgogne Hautes Côtes de Nuits,Pinot Noir,Pierre Gruber,4
4282,4282,France,"aromas wood dominate 100 % merlot aged oak 12 months , also shows palate . concentrated firm acidity although much yet . give 2017. franck cot took family estate 1996. vineyard certified sustainable 2011 .",Cuvée Prestige,85,,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Siffle Merle 2012 Cuvée Prestige  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château Siffle Merle,4
4378,4378,Spain,"tight nose , dense aromas black , leather , dried cheese earth . 's also fairly smoky lively , textured tannins , generous mouthfeel complex flavors berry , pepper spice . lively , forward style tempranillo , graciano , garnacha mazuelo .",Colección Vivanco 4 Varietales,91,85.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Dinastía Vivanco 2007 Colección Vivanco 4 Varietales  (Rioja),Tempranillo Blend,Dinastía Vivanco,4
4950,4950,France,"years bottle , maturing well . ripeness , tannins beginning soften rich spice damson jelly flavors . acidity still present dry core .",Les Vignes de Julia,86,,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Chateau de Launay 2005 Les Vignes de Julia  (Bordeaux Supérieur),Bordeaux-style Red Blend,Chateau de Launay,4
5097,5097,France,"mint eucalyptus flavors show strongly wood-aged , polished , smoky . suggests black plums , damsons berries . give 3–4 years .",Michel Lynch Bio,86,,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Jean-Michel Cazes 2011 Michel Lynch Bio  (Bordeaux),Bordeaux-style Red Blend,Jean-Michel Cazes,4
5279,5279,US,"toast spice notes add warmth crisp blackberry cassis elegantly composed meritage . richly concentrated palate , 's bold mouthfilling , big , brawny tannins meld beautifully next 3–5 years .",,88,27.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Damiani 2010 Meritage (Finger Lakes),Meritage,Damiani,4
5853,5853,France,"smoky full wood spice notes . ripe also , solid tannins back . develop well . drink 2020 .",,88,9.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Bourdieu 2015  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Bourdieu,4
5854,5854,France,"dusty weight concentration . lies behind firm facade , giving potential juiciness . drink 2019 .",7ème Génération,88,25.0,Bordeaux,Côtes de Bordeaux,,Roger Voss,@vossroger,Château de Cranne 2015 7ème Génération  (Côtes de Bordeaux),Bordeaux-style Red Blend,Château de Cranne,4
5855,5855,France,"perfumed firm tannins , dry core plenty acidity . black currant shows fine potential give richness . drink 2020 .",Dompter la Bête,88,19.0,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château de Cranne 2015 Dompter la Bête  (Cadillac Côtes de Bordeaux),Bordeaux-style Red Blend,Château de Cranne,4
5856,5856,France,"wood-aged smooth , berry flavors , solid tannins touch mint . age well next years , drink 2019 .",,88,30.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château de Lagarde 2015  Bordeaux Supérieur,Bordeaux-style Red Blend,Château de Lagarde,4
5858,5858,France,"attractive , smooth well balanced spice ripe berry . acidity toasty concentration , 's going delicious 2020 .",,88,19.0,Bordeaux,Francs Côtes de Bordeaux,,Roger Voss,@vossroger,Château Godard Bellevue 2015  Francs Côtes de Bordeaux,Bordeaux-style Red Blend,Château Godard Bellevue,4
5859,5859,France,"red aromas show strongly . juicy acidity soft tannins , fine fruitiness age quickly . drink 2019 .",Prestige,88,28.0,Bordeaux,Côtes de Bordeaux,,Roger Voss,@vossroger,Château Haut-Rian 2015 Prestige  (Côtes de Bordeaux),Bordeaux-style Red Blend,Château Haut-Rian,4
5860,5860,France,"baylet family produced rich vintage . chocolate spice flavors accenting black plum , 's ripe smooth . tannins well integrated generous . drink 2018 .",,88,18.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Landereau 2015  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Landereau,4
5957,5957,France,"lean side 2009 bordeaux , brings dry , tannic character , softened sweet black currant juice . stalky acidity finish .",,84,,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Bellevue 2009  Bordeaux,Bordeaux-style Red Blend,Château Bellevue,4
6149,6149,France,"lynch-bages pauillac , shows richness , white fruits herbaceousness . currently , earthy edge , slightly coarse , likely benefit two years ' aging . definitely food .",Blanc de Lynch-Bages,89,70.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Lynch-Bages 2007 Blanc de Lynch-Bages  (Bordeaux Blanc),Bordeaux-style White Blend,Château Lynch-Bages,4
6813,6813,France,"wood-laden , spicy toasty , also offers plenty weight , giving richness palate . fresh black currants carry finish lift .",,88,,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château Baracan 2010  Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend,Château Baracan,4
6815,6815,France,"dark tannins sustained juicy blackberry flavors . dry firm stage , good , long-term , future .",Cuvée Compostelle,88,17.0,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château Côte Montpezat 2010 Cuvée Compostelle  (Castillon Côtes de Bordeaux),Bordeaux-style Red Blend,Château Côte Montpezat,4
6816,6816,France,"sufficient tannin , also feeling generous black currant berry fruits . 's dry considerable concentration , 's future looks good , keep 5–6 years .",Grande Réserve,88,20.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château la Croix Saint-Pierre 2010 Grande Réserve  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château la Croix Saint-Pierre,4
6817,6817,France,"firmly structured , dry core . tannins feel extracted , giving bitterness , yet shows potential juiciness . 's always going severe , great food partner .",,88,27.0,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château Suau 2010  Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend,Château Suau,4
6839,6839,France,"aromas freshly-sawn wood set scene full new-wood toast vanilla flavors . also present , resulting balanced potential maybe 4–5 years . fine effort .",L'Artolie,91,60.0,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château Suau 2010 L'Artolie  (Cadillac Côtes de Bordeaux),Bordeaux-style Red Blend,Château Suau,4
6850,6850,France,"big , ripe juicy packed black notes laced acidity . tannins offer contrast fruitiness , bringing balance structure . impressive , smoky aftertaste bringing wood aging .",,91,25.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Manon la Lagune 2010  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Manon la Lagune,4
6958,6958,France,"dark colored , ripe black plum flavors lie solidly textured tannins . structured bring , also core wood , spice , dark cocoa black currant acidity finish . attractive worth aging another two years .",,89,18.0,Bordeaux,Bordeaux Côtes de Francs ,,Roger Voss,@vossroger,Château Franc-Cardinal 2005  Bordeaux Côtes de Francs ,Bordeaux-style Red Blend,Château Franc-Cardinal,4
7010,7010,France,"layered toasty wood , rich delivers blackberry fruits , strong sense tannins enrich , concentrated aftertaste . one several small properties tended owners christophe marie jo lavau , age well . drink 2017 .",Cuvée Prevenche,89,14.0,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château Terrasson 2012 Cuvée Prevenche  (Castillon Côtes de Bordeaux),Bordeaux-style Red Blend,Château Terrasson,4
7246,7246,France,"round rich , delicious acidity touches tropical fruits . 's ripe full bodied , attractive hint wood .",Prestige,87,18.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Henri de Villamont 2009 Prestige  (Bourgogne),Chardonnay,Henri de Villamont,4
7306,7306,France,light touch toastiness gives despagne family extra richness . offers spice well plenty crisp green citrus fruits . two elements balance allow age well . drink late 2017 even early 2018 .,Réserve,90,15.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Tour de Mirambeau 2016 Réserve  (Bordeaux Blanc),Bordeaux-style White Blend,Château Tour de Mirambeau,4
7460,7460,France,"several years working commerce tourism , céline guguen-brocard 2013 studied winemaking . bright result partnership frédéric gueguen , former winemaker father , jean-marc brocard . rosé bright , crisp full cranberry tangy acidity . drink .",Domaine Marie B.,86,18.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Domaine Gueguen 2016 Domaine Marie B.  (Bourgogne),Rosé,Domaine Gueguen,4
7580,7580,Italy,"n't seem fully evolved aromas muddled places notes mature natural rubber . mouth red flavors tight tannins , generally lacks definition .",Capitel della Crosara,85,41.0,Veneto,Amarone della Valpolicella Classico,,,,Montresor 2003 Capitel della Crosara  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Montresor,4
7698,7698,US,"n't come together yet young , 's hard predict 's going . fresh juvenile , shows ripe , jammy cherry-berry , hard-edged tannins bitterness finish . could come together , absence prior vintages makes guessing game .",Epos,86,60.0,California,Napa Valley,Napa,,,Bonneau 2005 Epos Meritage (Napa Valley),Meritage,Bonneau,4
7724,7724,France,"slopes eastern bordeaux town sainte-foy , vineyard produces fine wines . aged new wood , rich tannins , complex serious . bright red fruits firm structure promise aging . drink 2018 .",,88,20.0,Bordeaux,Sainte-Foy Bordeaux,,Roger Voss,@vossroger,Château Bellevue Peycharneau 2013  Sainte-Foy Bordeaux,Bordeaux-style Red Blend,Château Bellevue Peycharneau,4
7881,7881,France,"strong wood-aging flavors give spice bitter chocolate character . result , though , wood softens potentially stalky helps accent underlying red berry flavors attractive acidity . drink .",,84,,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Petite Sirène 2012  Bordeaux,Bordeaux-style Red Blend,Petite Sirène,4
7974,7974,France,"attractively perfumed , soft , young fruity . gentle tannins back red fruits fragrant acidity . coming vineyards behind main slope côtes de beaune , cool , fresh ready drink soon , 2016 .",Clos de la Perrière,86,,Burgundy,Bourgogne Hautes Côtes de Beaune,,Roger Voss,@vossroger,Domaine Parigot 2013 Clos de la Perrière  (Bourgogne Hautes Côtes de Beaune),Pinot Noir,Domaine Parigot,4
8012,8012,France,"dry , firm , chocolate extract flavors signs wood aging , balanced stalky black currant fruits . hard present , give 2014 .",Grande Réserve,86,14.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château le Breton 2012 Grande Réserve  (Bordeaux),Bordeaux-style Red Blend,Château le Breton,4
8075,8075,France,"rich , concentrated velvet smooth , tannins enveloped ripe berry plum fruits . wood aging added rounded character . despite approachability , age well , best drunk 2018 .",,91,28.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Haut Bertinerie 2012  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Haut Bertinerie,4
8078,8078,France,"serious tannins firm give austere character stage . develop round rich ripe black fruits , always solid tannic structure . owner juliette bécot manages technical side consultant jean-philippe fort michel rolland lab , manages marketing classed-growth château beauséjour-bécot nearby saint-émilion .",,91,15.0,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château Joanin Bécot 2012  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château Joanin Bécot,4
8079,8079,France,"big juicy , attractive 70 % merlot , 20 % cabernet sauvignon 10 % malbec promising future . ripe berry fruits , touches spice ginger . tannins firm , dusty dry allowing plenty room . develop well ; drink 2018 .",Tradition,91,16.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château la Croix Saint-Pierre 2012 Tradition  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château la Croix Saint-Pierre,4
8452,8452,Spain,"fresh , floral overbearing nose , red berry cassis aromas , interference oak much extraction . feels pure elegant , wild berry cherry flavors end ripe , slightly sweet-tasting finish . good near-term drinking .",,92,24.0,Catalonia,Priorat,,Michael Schachner,@wineschach,Clos Gebrat 2010 Red (Priorat),Red Blend,Clos Gebrat,4
8616,8616,France,"ripe balanced ripe wood aromas solid tannic structure . black currant fruitiness still developing , promising future juiciness . drink 2019 .",,86,19.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Haut Cormier 2015  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Haut Cormier,4
8703,8703,France,"chocolate bitter cherries dominate full-on , packed spice toasty wood flavors . mouthfeel , rich , smooth , dense velvety time .",Merlot,88,13.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Lamothe-Vincent 2006 Merlot  (Bordeaux),Merlot,Château Lamothe-Vincent,4
9124,9124,France,"complex , spicy fruity big , attractive acidity . piled berry fruits give rich character . fruits supported well-judged wood . full-bodied develop well ; drink 2017 .",,90,14.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château la Verrière 2012  Bordeaux Supérieur,Bordeaux-style Red Blend,Château la Verrière,4
9197,9197,France,"used known premières côtes de bordeaux , merlot-dominated offers soft fruits laced acidity gentle tannins . aging .",,86,20.0,Bordeaux,Côtes de Bordeaux,,Roger Voss,@vossroger,Château de Paillet-Quancard 2008  Côtes de Bordeaux,Bordeaux-style Red Blend,Château de Paillet-Quancard,4
9516,9516,Spain,"riojas quality price dime dozen . ripe , delicious shows virtues great vintage . earthy , roasted berry aromas pure , ripe magnetic . feels full , tannic strapping , flavors cassis , blackberry chocolate supported generous appropriate oak . mocha , espresso black-fruit residuals grace fine finish . drink 2022 .",Reserva,92,25.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Marqués de Cáceres 2010 Reserva  (Rioja),Tempranillo Blend,Marqués de Cáceres,4
9584,9584,France,"côte chalonnaise gives fruity structured style red burgundy . 's juicy , red cherries berries giving bright character behind still-present tannic structure . 's ready drink , although better 2015 .",Bourgogne,85,18.0,Burgundy,Côte Chalonnaise,,Roger Voss,@vossroger,Vignerons de Buxy 2012 Bourgogne  (Côte Chalonnaise),Pinot Noir,Vignerons de Buxy,4
10259,10259,France,"solid , chunky , rich dark blackberry red plum flavors . maybe tannins hard stage , weight rich suggest aging potential . drink 2016..",Clos Bourbon,89,25.0,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château du Cros 2011 Clos Bourbon  (Cadillac Côtes de Bordeaux),Bordeaux-style Red Blend,Château du Cros,4
10260,10260,France,"fine acidity well extra richness wood aging . weight , spice fresh apricot quince flavors . aging couple years , drink 2015 .",Le Cygne de Fonreaud,89,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Fonréaud 2012 Le Cygne de Fonreaud  (Bordeaux Blanc),Bordeaux-style White Blend,Château Fonréaud,4
