,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,predicted
3142,3142,US,"51 % cabernet sauvignon , 21 % merlot , 18 % petit verdot 10 % cabernet franc . result medium-bodied , softly textured red flavors black cherries , tobacco vanilla finishes velvety smooth . drink .",,89,30.0,California,Livermore Valley,Central Coast,,,Murrieta's Well 2004 Meritage (Livermore Valley),Meritage,Murrieta's Well,6
3506,3506,US,"46 % dry-farmed merlot , 45 % malbec 9 % petit verdot lamonica vineyard south stags leap district . cola , leather coffee ride smoothly tannic , medium-bodied offering likable approachability .",,88,40.0,California,Napa Valley,Napa,Virginie Boone,@vboone,One Iron 2012 Meritage (Napa Valley),Meritage,One Iron,6
4032,4032,France,"half half chardonnay aligoté , mineral textured shot acidity green fruits . crisp , light bright , refreshingly ready drink .",Blanc de Blancs Brut,88,25.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Cave de Bissey NV Blanc de Blancs Brut  (Crémant de Bourgogne),Sparkling Blend,Cave de Bissey,6
4265,4265,France,"high acidity , merlot , cabernet sauvignon cabernet franc crisp , red-fruit flavors . bright fresh , light tannins give structure fruits . drink .",,85,15.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château de la Bouyère 2013  Bordeaux,Bordeaux-style Red Blend,Château de la Bouyère,6
5435,5435,US,"joint offering winemakers mitch cosentino paul scotto , 75 % cabernet sauvignon , 13 % merlot 12 % cabernet sauvignon , grown oak knoll district . softly textured , 's nicely put-together commingling black pepper , clove blackberry .",,88,50.0,California,Napa Valley,Napa,Virginie Boone,@vboone,50 Harvests 2013 Meritage (Napa Valley),Meritage,50 Harvests,6
7015,7015,France,"'s solid full tannins dark fruits . new oak barrels give spicy character supporting fruitiness . 70 % merlot 30 % cabernet sauvignon 10 acres , developing rich still needs time . drink impressive 2018 .",Cuvée Nathan,89,19.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château des Matards 2012 Cuvée Nathan  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château des Matards,6
9106,9106,France,"rich spicy , 90 % merlot 10 % cabernet sauvignon 10 acres generous ripe , warm tannins fruity , red berry character . attractive acidity spicy flavors combination wood stainless-steel aging . second vintage enologist jean-rémi larrat 's property . worth aging , drink 2017 .",,90,16.0,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château Chatard 2012  Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend,Château Chatard,6
9874,9874,US,"big-shouldered 60 % cabernet sauvignon , 25 % petit verdot , 10 % cabernet franc 5 % merlot offers soft waves black smoky oak . 's accented meatier elements brick tobacco .",Victory Reserve,88,60.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Wellington 2012 Victory Reserve Meritage (Sonoma County),Meritage,Wellington,6
11054,11054,US,"wealth oak tannin marks entry , 62 % malbec 30 % merlot , 6 % cabernet franc 2 % petit verdot . mellows midpalate , providing supple experience baked plum , raspberry coffee , finishing full-bodied flourish vanillin toast .",Blending Sessions,89,25.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Tyler Florence 2013 Blending Sessions Meritage (Sonoma County),Meritage,Tyler Florence,6
11805,11805,France,"strongly tannic , dry character malbec-inspired 52 % merlot , 31 % malbec 17 % cabernet sauvignon . however ripe blackberry fruits match enough , giving ripe flavors squeeze acidity richness end . drink 2016 .",Cuvée Gallus,86,15.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château la France 2013 Cuvée Gallus  (Bordeaux Supérieur),Bordeaux-style Red Blend,Château la France,6
12359,12359,France,"flavors bitter extraction spoil , giving unnecessarily hard character masking . probably soften much . 79 % merlot , 20 % cabernet sauvignon 1 % cabernet franc . produced alliance bourg .",,85,21.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Haut Peyrefaure 2012  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Haut Peyrefaure,6
12362,12362,France,"plenty wood around gonfrier family , merlot , cabernet sauvignon cabernet franc also good black currant berry fruits . moment smoky toasty , needs soften . drink 2017 .",,85,18.0,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château Tanesse 2013  Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend,Château Tanesse,6
12569,12569,France,"ripe , juicy offers blackberry flavors young acidity . developing balance , fresh fruits supporting tannins . structure integrating , dominate wait drink 2017. 70 % merlot 30 % cabernet sauvignon .",Château La Fôret,87,20.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,VIgnobles Roux 2014 Château La Fôret  (Bordeaux Supérieur),Bordeaux-style Red Blend,VIgnobles Roux,6
13485,13485,US,"merlot , cabernet sauvignon , malbec petit verdot inform full-bodied flavors stunner . shines luxuriously velvety texture , bright red intriguing elements graphite tar . big bold , betrays size unexpectedly elegant tension focus .",Lot 457,93,18.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Cameron Hughes 2013 Lot 457 Meritage (Napa Valley),Meritage,Cameron Hughes,6
15614,15614,US,"strong 's symmetry almost qualifies cabernet sauvignon , 71 % variety , rest consisting merlot , malbec petit verdot . meritage labeling identifies supreme bottling bordeaux-style . easily best symmetry ever , great . dry somewhat astringent tannins , impressively deep core blackberries currants , array sweet herbs , chocolate tobacco . 's delicious , slowly develop bottle complexities next 10 years .",Symmetry Meritage,95,55.0,California,Alexander Valley,Sonoma,,,Rodney Strong 2004 Symmetry Meritage Red (Alexander Valley),Bordeaux-style Red Blend,Rodney Strong,6
15964,15964,France,"good balance structure 71 % merlot 29 % cabernet franc . weighty , although offer attractive berry fruits touches red currants . acidity powerful element needs soften . drink 2016 .",,85,18.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Donjon de Bruignac 2013  Bordeaux,Bordeaux-style Red Blend,Château Donjon de Bruignac,6
17093,17093,US,"cabernet sauvignon makes majority meritage , 25 % merlot , 8 % malbec , 8 % petit verdot 3 % cabernet franc . blending succeeds offering mix chalky tannins juicy cassis , structured fairly elegant style . pencil lead licorice mark lengthy finish . drink 2020 .",The Mariner,92,45.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Dry Creek Vineyard 2012 The Mariner Meritage (Dry Creek Valley),Meritage,Dry Creek Vineyard,6
17146,17146,France,itoo much wood aging masked potential juicy black fruits unusual 100 % petit verdot . weight wood overwhelming .,Papin,84,25.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Mirambeau Papin 2009 Papin  (Bordeaux Supérieur),Petite Verdot,Château Mirambeau Papin,6
17570,17570,US,"fresh-pressed blackberry juice meets thyme pencil lead nose decent price . 44 % merlot , 35 % cabernet sauvignon , 12 % cabernet franc 9 % petit verdot offers flavors herb-laced berries touch roasted coffee , proving light , fresh complex tad thin .",,87,,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Hayes Valley 2014 Meritage (Central Coast),Meritage,Hayes Valley,6
20393,20393,France,"rich concentrated , mainly merlot , little cabernet sauvignon malbec . alcohol shows weight , freshness still present . powerful , dark still young , best 2017 .",Cuvée Trois Frères,89,35.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château l'Espérance 2010 Cuvée Trois Frères  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château l'Espérance,6
22469,22469,France,"possibly rich , full , sumptuous . great weight , density , smooth , wood-aged character shows sweet plums . , rich shows pepper alcohol—it offers juicy character ageability . drink 2016 .",,86,15.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Canteloup 2010  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Canteloup,6
23229,23229,US,"smoky , fruity spicy equal measure , 57 % cabernet sauvignon-based , 15 % merlot , 14 % cabernet franc 14 % malbec . balanced acidity integrated use oak , offers structure length beyond crisp cassis , raspberry blackberry notes .",Mosaic,89,42.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,DeLorimier 2011 Mosaic Meritage (Alexander Valley),Meritage,DeLorimier,6
24027,24027,France,"soft , ripe 70 % merlot 30 % cabernet sauvignon . black-currant bright acidity , fruity ready drink .",Chartron la Fleur Merlot-Cabernet,87,12.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Schröder & Schÿler 2012 Chartron la Fleur Merlot-Cabernet  (Bordeaux),Bordeaux-style Red Blend,Schröder & Schÿler,6
24094,24094,US,"fresh primary red cherries berries nuanced complexities soil , smoke tobacco lovely cabernet sauvignon , merlot cabernet franc . cutting cranberry acidity fine persistent tannins lend four-square structure . finish lingers subtle touches smoked nut cedar .",,90,40.0,New York,Seneca Lake,Finger Lakes,Anna Lee C. Iijima,,Fox Run 2012 Meritage (Seneca Lake),Meritage,Fox Run,6
24958,24958,US,"beautifully ripe juicy adds hint menthol ripe black currant black cherry aromas delivers round , rich impressions palate . lush mouthfeel , mild tannins clean , fruity finish . cabernet franc makes 40 % , along petit verdot , malbec syrah .",Estate,90,30.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Miraflores 2013 Estate Meritage (El Dorado),Meritage,Miraflores,6
25879,25879,US,"tannic slightly puckering , 49 % merlot 41 % cabernet sauvignon , 5 % petit verdot 5 % cabernet franc inexpensive generic . tastes approximate black plum black tea .",,84,11.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Kirkland Signature 2011 Meritage (Napa Valley),Meritage,Kirkland Signature,6
26060,26060,France,alliance bourg dry firm concentrated tannins . much extraction left bitter character . remain tough .,,84,22.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Haut Millet 2014  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Haut Millet,6
30607,30607,France,"structured balanced , great fruits go tannins rich texture . unusually low amount merlot ( 60 % ) 25 % cabernet sauvignon 15 % cabernet franc area , yet strongly juicy feel gives generous side . developing well ; drink 2016 .",,88,18.0,Bordeaux,Francs Côtes de Bordeaux,,Roger Voss,@vossroger,Château Godard Bellevue 2012  Francs Côtes de Bordeaux,Bordeaux-style Red Blend,Château Godard Bellevue,6
31597,31597,US,"merlot , cabernet franc , petit verdot malbec concentrated nose , mélange red black berries , red plum , fern sweet-spice-inflected cured meat . well-integrated palate carries similar characters supported ample weight , firm tannins balanced acidity . black pepper note rings finish well-balanced , inviting .",,90,31.0,Virginia,Monticello,,Alexander Peartree,,King Family 2012 Meritage (Monticello),Meritage,King Family,6
32374,32374,France,"bruno martin juicy berry flavors 80 % merlot 20 % cabernet sauvignon . tannins already well integrated ripe . perfumed lively acidity , going bright , fruity . drink 2018 .",Cuvée Prestige,87,26.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Roland-La-Garde 2014 Cuvée Prestige  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château Roland-La-Garde,6
32456,32456,France,"rounded , full perfumed wood flavors . dense texture ripe , dusty tannins fine acidity . alliance bourg co-op , full-bodied rich bordeaux fine 2019 .",,90,40.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Gauthier 2014  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Gauthier,6
33486,33486,France,"vignobles dourthe ripe richly textured . full blackberry flavored , 84 % merlot , 11 % cabernet sauvignon , 3 % cabernet franc 2 % petit verdot . attractive interplay tannins gives balanced . drink 2017 .",,87,16.0,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château de Ricaud 2012  Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend,Château de Ricaud,6
33496,33496,France,"powerfully structured , dense , layers ripe well tannins . concentrated , firm showing structure . black plum flavors 70 % merlot 30 % cabernet sauvignon give weight broad character aftertaste . drink 2017. produced alliance bourg .",,87,21.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Closerie du Bailli 2012  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Closerie du Bailli,6
33527,33527,US,"wild strawberry soft layering fresh earth form core , based mostly cabernet sauvignon , healthy dose merlot smaller supporting handfuls cabernet franc , malbec petit verdot . blackberries come fore develops , along swathe bittersweet chocolate .",Symmetry,86,55.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,Rodney Strong 2012 Symmetry Meritage (Alexander Valley),Meritage,Rodney Strong,6
34429,34429,US,"tightly focused aromas black cherry , cedar , leather graphite nose 43 % merlot , 42 % cabernet franc , 12 % cabernet sauvignon 3 % petit verdot . fennel dill show prominently sip fatter layer black cherry , strong mint character finish .",,89,36.0,California,Temecula,South Coast,Matt Kettmann,@mattkettmann,Leoness 2013 Meritage (Temecula),Meritage,Leoness,6
35057,35057,US,"guenoc bordeaux varieties ( 43 % cabernet sauvignon , 31 % petite verdot , 20 % merlot , 6 % cabernet franc ) veers overly tannic side cab without quite right balance . much nose finish .",,84,20.0,California,Lake County,,Virginie Boone,@vboone,Guenoc 2007 Meritage (Lake County),Meritage,Guenoc,6
36492,36492,US,"rodney strong 's symmetry tannic '05 reserve cab , also complex flavors five bordeaux varieties . shows deep streak dark stone fruits , black blue berries , cassis , carob , violets smoky cedar . fine elegant , develop nicely next decade .",Symmetry Red,94,60.0,California,Alexander Valley,Sonoma,,,Rodney Strong 2005 Symmetry Red Meritage (Alexander Valley),Meritage,Rodney Strong,6
37149,37149,France,"turning ripe fruity . tannins integrating easily black currant flavors . soon dry core open , supporting taste . 50 % merlot , 40 % cabernet sauvignon 10 % cabernet franc . drink late 2016 .",Château les Tuilleries,85,18.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,VIgnobles Roux 2014 Château les Tuilleries  (Bordeaux),Bordeaux-style Red Blend,VIgnobles Roux,6
37565,37565,US,"majority cabernet sauvignon makes , blended 14 % malbec , 14 % merlot , 10 % petit verdot 2 % cabernet franc . thick velvety strong notes dark chocolate , espresso brambly blackberry , juicy middle finishing fairly flat .",Meritage 202,88,35.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Kunde 2012 Meritage 202 Meritage (Sonoma Valley),Meritage,Kunde,6
37821,37821,France,"tight austere . still shows smoky wood aging left bitter chocolate character . soften , although likely end lean . 75 % merlot 25 % cabernet sauvignon .",,84,14.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Taussin 2013  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Taussin,6
38399,38399,France,"dark pink color , full offers tannins well crisp red fruits , giving structure firm texture . blends nearly bordeaux grapes : malbec , cabernet franc , cabernet sauvignon merlot . drink chilled , like rosé .",,84,17.0,Bordeaux,Bordeaux Clairet,,Roger Voss,@vossroger,Château Landereau 2014  Bordeaux Clairet,Bordeaux-style Red Blend,Château Landereau,6
38554,38554,US,"sophisticated winemaking evident . blending well done , mix raspberry , cherry plum fruits reflects cabernet , merlot , cab franc petit verdot components . half barrels french , half american oak . little punch finish would elevate score .",,89,34.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Mosquito Fleet 2010 Meritage (Columbia Valley (WA)),Meritage,Mosquito Fleet,6
39154,39154,US,"concentrated red cherry , black tea leaf touch minerality show nose 35 % cabernet sauvignon , 32 % merlot , 14 % malbec , 12 % cabernet franc 7 % petit verdot . line concentrated blackberry powers palate , also offers woody mint rose-petal flavors .",Cellar Select,88,30.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Rancho Sisquoc 2012 Cellar Select Meritage (Santa Barbara County),Meritage,Rancho Sisquoc,6
41008,41008,France,"smoky character full spice well jammy fruits . unusual bordeaux 53 % petit verdot , 40 % merlot 7 % cabernet sauvignon , full , ripe warm , crushed strawberry flavors . drink 2016 .",,86,11.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Bolaire 2013  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Bolaire,6
41024,41024,France,"merlot/cabernet sauvignon/petit verdot tannic character , smoky flavors solid structure . also perfumed ripe berry fruits juicy taste developing behind firm tannins . 's team médoc cru bourgeois haut breton larigaudière . drink 2016 .",Cuvée Prestige,86,32.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Tayet 2013 Cuvée Prestige  (Bordeaux Supérieur),Bordeaux-style Red Blend,Château Tayet,6
41947,41947,US,"cabernet sauvignon , merlot , cabernet franc petit verdot , brings reserved notes cherry blackberry cordial , medicine cabinet , black licorice , dried herbs smoke . flavors lighter style , backed firm tannins . finishes tart .",Portside,87,34.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Mosquito Fleet 2011 Portside Meritage (Columbia Valley (WA)),Meritage,Mosquito Fleet,6
42973,42973,US,"black loam black cherry darkness met minty lift , coffee grinds cigar leaf 57 % merlot , 27 % cabernet franc , 12 % petit verdot 4 % cabernet sauvignon . solid tannins lots vibrancy palate , followed flavors fresh red cherries , black peppery spice dried meats finish .",,93,37.0,California,Temecula Valley,South Coast,Matt Kettmann,@mattkettmann,Leoness 2011 Meritage (Temecula Valley),Meritage,Leoness,6
43435,43435,France,"spice new wood balancing generous black fruits ( 40 % merlot 25 % cabernet franc cabernet sauvignon ) , rich good potential . warm generous , packed acidity solid structure . drink 2017 .",,87,15.0,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château de Laville 2012  Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend,Château de Laville,6
44987,44987,France,"heavily extracted , giving series tough tannins hard edge without balance things . 50 % cabernet sauvignon 25/25 merlot cabernet franc .",La Vieille Cour de Seguin,81,9.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château de Seguin 2013 La Vieille Cour de Seguin  (Bordeaux),Bordeaux-style Red Blend,Château de Seguin,6
45213,45213,US,"guenoc bordeaux varieties ( 43 % cabernet sauvignon , 31 % petite verdot , 20 % merlot , 6 % cabernet franc ) veers overly tannic side cab without quite right balance . much nose finish .",,84,20.0,California,Lake County,,Virginie Boone,@vboone,Guenoc 2007 Meritage (Lake County),Meritage,Guenoc,6
45924,45924,US,"bold hits spice toasted cedar envelop ripe black-cherry plum flavors merlot-based ( augmented proportions cabernet sauvignon , cabernet franc petit verdot ) . palate intensely lush fruity anchored neatly bitter edge tannins cranberry acidity . drink well 2023 .",,88,26.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Coffee Pot Cellars 2013 Meritage (North Fork of Long Island),Meritage,Coffee Pot Cellars,6
46650,46650,US,"high-toned red berry pomegranate highlight 93 % merlot 7 % cabernet sauvignon . time spent french american oak perceptible obtrusive , finish slight cherry vanilla .",,85,23.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Cambridge California 2012 Meritage (Napa Valley),Meritage,Cambridge California,6
47802,47802,France,"packed red fruits , bright . fine tannins due aging half french oak half stainless steel give balance crisp fresh . drink 2018 .",Domaine du Seuil,88,18.0,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château du Seuil 2014 Domaine du Seuil  (Cadillac Côtes de Bordeaux),Bordeaux-style Red Blend,Château du Seuil,6
48411,48411,France,"alain céline vidal 's second brand ( also château dubraud ) fruity merlot ( 60 % ) , cabernet sauvignon ( 25 % ) cabernet franc ( 15 % ) although smoky wood flavors also important place . red berries black currants partner acidity firm tannins . still developing drink 2016 .",,87,13.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château de Trousse 2012  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château de Trousse,6
48412,48412,France,"merlot , cabernet franc cabernet sauvignon ripe attractive vanilla flavors wood aging complement red berry fruits . spicy , toasty soft structure . give time wood allow space , generous .",,87,18.0,Bordeaux,Côtes de Bordeaux,,Roger Voss,@vossroger,Château des Augustins 2012  Côtes de Bordeaux,Bordeaux-style Red Blend,Château des Augustins,6
48413,48413,France,"mix spice gives ripe feel shows good potential . 75 % merlot , 15 % cabernet sauvignon 10 % cabernet franc , juicy backdrop boosted wood-aging flavors . needs age , drink 2018. estate dop family 150 years .",,87,16.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Haut Cabut 2012  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Haut Cabut,6
49481,49481,US,"bright fresh aromas black currant concord grape meet violet sense chalkiness nose 57 % cabernet franc , 29 % cabernet sauvignon 14 % merlot . sip bone-dry , relying graphite backbone relatively light body carry forth purple flavors .",,92,54.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Testarossa 2013 Meritage (Santa Cruz Mountains),Meritage,Testarossa,6
50507,50507,US,"meritage red 58 % cabernet sauvignon , 30 % cabernet franc 12 % malbec . flavors pure focused , beautifully tangy boysenberry , plum wild cherry . acids carry aloft , tannins , slightly hinting green tea , polished firm . though finishes herbal flavors , satisfying throughout .",Meritage Red Wine,88,40.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Hestia Cellars 2005 Meritage Red Wine Red (Columbia Valley (WA)),Red Blend,Hestia Cellars,6
51827,51827,US,"40 % cabernet sauvignon , 39 % merlot , 20 % petit verdot 1 % malbec shows umami-driven notes beef char campfire fairly tight nose , along condensed violets black cherry . grippy tannins contain palate , layers herbs , black fruits , asphalt , roast-beef char blueberry pie show strongly .",,89,40.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Robert Hall 2013 Meritage (Paso Robles),Meritage,Robert Hall,6
52588,52588,US,"heavy smoke aromas mesh red berries nose 69 % cabernet sauvignon , 21 % merlot 10 % petit verdot . smoked meat , blackberry , tang anise roasting herbs arise palate .",Reserve,86,30.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Estancia 2013 Reserve Meritage (Paso Robles),Meritage,Estancia,6
52679,52679,Canada,"west okanagan valley , similkameen valley touted next great canadian region . first releases vanessa typical , right track . cabernet sauvignon , merlot cab franc supple sensuous , well-integrated flavors fig , black cherry , brambly berry , roasted coffee mocha . 's sturdy , layered balanced , hint smoke aging 18 months mix french american oak .",,92,32.0,British Columbia,Similkameen Valley,,Paul Gregutt,@paulgwine ,Vanessa 2012 Meritage (Similkameen Valley),Meritage,Vanessa,6
54246,54246,US,"bramble patch aromas flavors comes mind malbec , cabernet sauvignon , cabernet franc merlot : spicy raspberry , blackberry green stems prominent . palate silky round feel , soft tannins melding veil vanilla butter .",,86,38.0,Virginia,Virginia,,Alexander Peartree,,Winery at La Grange 2013 Meritage (Virginia),Meritage,Winery at La Grange,6
54808,54808,US,"meritage wines must bordeaux blends ; otherwise , map . all-purpose , affordable red merlot , cabernet sauvignon malbec . black cherry olive , smoke noticeable alcohol ( 14.4 % credited ) define sturdy red wide distribution .",Genesis,87,16.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Hogue 2007 Genesis Meritage (Columbia Valley (WA)),Meritage,Hogue,6
56314,56314,US,"bramble patch aromas flavors comes mind malbec , cabernet sauvignon , cabernet franc merlot : spicy raspberry , blackberry green stems prominent . palate silky round feel , soft tannins melding veil vanilla butter .",,86,38.0,Virginia,Virginia,,Alexander Peartree,,Winery at La Grange 2013 Meritage (Virginia),Meritage,Winery at La Grange,6
57536,57536,US,"red meritage 51 % cabernet sauvignon , 30 % merlot , 10 % cabernet franc , 5 % petit verdot 4 % malbec , name honors dry creek vineyard 's love seafaring . nod old world , 's lean savory black tea exotic herb . juicy , brambly berry come fore finish , still grippy palate .",The Mariner,88,45.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Dry Creek Vineyard 2011 The Mariner Meritage (Dry Creek Valley),Meritage,Dry Creek Vineyard,6
58938,58938,US,"bordeaux blends show promise region . combination 50 % cabernet sauvignon , 37.5 % merlot 12.5 % cabernet franc reveals rustic , leathery aromas crushed italian herbs , dried red cherries fresh dill . sipped , flavors fresh-ground coffee , oregano bay leaf spice base cranberry .",,88,14.0,California,Temecula Valley,South Coast,Matt Kettmann,@mattkettmann,Falkner 2011 Meritage (Temecula Valley),Meritage,Falkner,6
