,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,predicted
3837,3837,Italy,"floral black aromas punctuated spicy notes nose . delicious palate delivers juicy black-cherry , white pepper , mint sage along big ripe tannins edgy acidity . give years fully develop . drink 2015–2020 .",,93,25.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Istine 2010  Chianti Classico,Red Blend,Istine,2
3842,3842,Italy,"lovely , , aromas red cherry , violet hints underbrush . palate delivers succulent wild cherry , cinnamon natural vanilla flavors hint truffle . compelling depth needs time tame structured yet elegant tannins . drink 2016–2025 .",,93,20.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Bibbiano 2010  Chianti Classico,Red Blend,Bibbiano,2
3844,3844,Italy,"gorgeous chianti classico boasts lively cherry , strawberry violet aromas . mouthwatering palate shows concentrated wild-cherry flavor layered mint , white pepper clove . fresh acidity firm tannins develop complexity bottle age . textbook chianti classico .",,93,16.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Castellinuzza e Piuca 2010  Chianti Classico,Red Blend,Castellinuzza e Piuca,2
4190,4190,Italy,"aromas ripe black currant , grilled pepper cured meat lead nose . warm , hefty palate doles black cherry marinated spirits , blackberry extract , licorice black pepper alongside almost scorching alcohol tightly knit , close-grained tannins . evident alcohol dominates finish .",Riserva,87,79.0,Veneto,Amarone della Valpolicella,,Kerin O’Keefe,@kerinokeefe,San Cassiano 2011 Riserva  (Amarone della Valpolicella),Red Blend,San Cassiano,2
4858,4858,Italy,"85 % sangiovese , 10 % canaiolo 5 % colorino , aromas ripe berry , grilled herb toasted oak . juicy , straightforward palate offers dried black cherry , espresso clove framed polished tannins . drink 2018 .",Riserva,87,30.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Villa Mangiacane 2012 Riserva  (Chianti Classico),Red Blend,Villa Mangiacane,2
5180,5180,Italy,"structured quintessential sangiovese aromas violet black berries punctuated whiffs leather balsamic herbs . palate delivers core black cherry accented mint , black pepper licorice notes add depth . hint prune finish reflects warm , challenging vintage , delicious , well-balanced . enjoy soon . soilair selections , vineyard road , winecraft .",,90,25.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Riecine 2011  Chianti Classico,Sangiovese,Riecine,2
5183,5183,Italy,"violet , berry , spice leather sensations , savory 90 % sangiovese 10 % cabernet sauvignon/merlot displays quintessential perfume youthful chianti classico . juicy wild cherry ripe raspberry flavors accented notes cracked black pepper hints grilled herbs add depth . refined delicious . drink 2014–2018 . trilussa , j.w . sieg wines .",,90,25.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Tenuta di Riseccoli 2011  Chianti Classico,Red Blend,Tenuta di Riseccoli,2
5197,5197,Italy,"100 % sangiovese , lovely floral fragrance violet iris . ripe sour cherry dominates palate accented toasted notes black pepper . even though 's complex , juicy smooth tannins make friendly delicious .",,90,25.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Poggio Scalette 2012  Chianti Classico,Sangiovese,Poggio Scalette,2
5248,5248,Italy,"using organically farmed grapes , boasts enticing scents rose , blue flower , plum cake spice . chewy , delicious palate tastes juicy wild cherry , black raspberry , white pepper , cinnamon mocha round , ripe tannins give smooth texture . drink 2020 .",,91,31.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Quercia al Poggio 2010  Chianti Classico,Red Blend,Quercia al Poggio,2
6301,6301,Italy,"subdued aromas recall blue flower berries , overall nose n't expressive . one-dimensional palate offers red cherry 's lean short freshness . starting fade drink .",,84,16.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Natale Verga 2011  Chianti Classico,Red Blend,Natale Verga,2
8237,8237,Italy,"delicious amarone structure finesse . offers fragrance pressed iris petals along dark , ripe spice . silky smooth palate delivers black cherry layered cocoa , nutmeg black pepper along hint dried fig .",Vigneti di Ravazzol,92,70.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Cà La Bionda 2009 Vigneti di Ravazzol  (Amarone della Valpolicella Classico),Red Blend,Cà La Bionda,2
8749,8749,Italy,"entirely sangiovese , straightforward offers aromas forest floor , violet , red berry spices . juicy palate delivers ripe black accented notes white pepper , cinnamon , black tea clove alongside firm ripe tannins . enjoy 2018 .",Castelgreve,89,20.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Castelli del Grevepesa 2011 Castelgreve  (Chianti Classico),Sangiovese,Castelli del Grevepesa,2
10853,10853,Italy,"starts intense aromas blackberry , sandalwood , vanilla oak . palate boasts ripe plum flavor , along spicy pepper cinnamon accents . ample freshness well brooding tannins depth . hold years additional complexities develop .",,91,40.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Cottini 2009  Amarone della Valpolicella Classico,Red Blend,Cottini,2
10874,10874,Italy,"offers earthy aromas tobacco leaf mushroom , along ripe blackberry raisin notes . rich , round palate delivers plum , prune , black pepper graphite notes alongside welcome freshness lifts palate adds finesse .",,91,58.0,Veneto,Amarone della Valpolicella,,Kerin O’Keefe,@kerinokeefe,Monte dall'Ora 2008  Amarone della Valpolicella,Red Blend,Monte dall'Ora,2
10949,10949,France,"produced organically grown grapes , ripe , easy fruity . light tannins , juicy black-currant acidity . still young , showing fruitiness ready drink soon , early 2017 .",,86,10.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Champ du Moulin 2015  Bordeaux,Bordeaux-style Red Blend,Château Champ du Moulin,2
11016,11016,Italy,"entirely sangiovese , earthy leads aromas red berries wet soil . juicy palate delivers wild cherry lightly accented notes white pepper alongside smooth tannins fresh acidity . 's ideal match variety dishes , including pizza . enjoy soon .",Pio II,87,16.0,Tuscany,Chianti,,Kerin O’Keefe,@kerinokeefe,Tenuta Santo Pietro 2010 Pio II  (Chianti),Sangiovese,Tenuta Santo Pietro,2
11529,11529,Italy,"powerful determined , high alcohol covers delicate aromas butterscotch , caramel vanilla . sweet candied flavors natural richness help bring balance back mouth .",375ml,86,,Tuscany,Vin Santo del Chianti Rufina,,,,Fattoria di Basciano 2004 375ml  (Vin Santo del Chianti Rufina),White Blend,Fattoria di Basciano,2
12851,12851,Italy,"aromas ripe dark-skinned berry , purple flower whiff cake spice waft glass . firm palate offers black cherry , red plum note ground pepper fine-grained tannins nervous acidity provide framework .",Vigna Casi,88,43.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Castello di Meleto 2013 Vigna Casi  (Chianti Classico),Sangiovese,Castello di Meleto,2
12934,12934,Italy,"classic amarone fragrance blackberry spice . palate delivers succulent restrained black cherry flavor , accents white pepper , nutmeg almond . 's structured , also enough freshness .",,90,75.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Tommasi 2009  Amarone della Valpolicella Classico,Red Blend,Tommasi,2
12937,12937,Italy,"amarone offers blackberry , plum , chocolate flavors layered licorice , black pepper vanilla notes well-integrated oak . structured , also finesse . drink 2016 additional complexity .",Vigneto Punta di Villa,90,60.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Mazzi 2008 Vigneto Punta di Villa  (Amarone della Valpolicella Classico),Red Blend,Mazzi,2
14044,14044,Italy,"amarone shows nearly overripe black aromas , hint nail polish remover . palate better , delivering mature black cherry flavors accented fennel , hay raisin notes . best drink soon .",Postera,87,40.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Manara 2008 Postera  (Amarone della Valpolicella Classico),Red Blend,Manara,2
14051,14051,Italy,"nose n't expressive , reveals plum prune aromas , faint hints graphite . palate offers mature black chocolate flavors , also evident alcohol sensations . lacks complexity vitality , immediate charm .",,87,45.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Begali 2009  Amarone della Valpolicella Classico,Red Blend,Begali,2
14437,14437,Italy,"easygoing 90 % sangiovese 10 % merlot , bright red offers aromas flavors black cherry , red currant , coffee vanilla . 's simple well , supple tannins zesty acidity .",,86,15.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Piccini 2013  Chianti Classico,Red Blend,Piccini,2
15523,15523,Italy,"intense fragrances suggest blue flower , leather , truffle , ripe black spice . savory palate delivers layers sweet black cherry , crushed plum , black pepper , mocha baking spices alongside firm , velvety tannins fresh acidty . 's already accessible develop complexity . drink 2015–2025 . north berkeley imports , glazer 's .",Corte Vaona,93,70.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Novaia 2010 Corte Vaona  (Amarone della Valpolicella Classico),Red Blend,Novaia,2
15624,15624,Italy,"vines tedeschi 's steep monte olmi vineyard , structured , well-balanced amarone , intense fruit-and-spice fragrance . palate delivers black cherry , mint nutmeg flavors , hint tobacco . great depth , velvety mouthfeel supported fresh acidity .",Capitel Monte Olmi,92,99.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Tedeschi 2008 Capitel Monte Olmi  (Amarone della Valpolicella Classico),Red Blend,Tedeschi,2
15629,15629,Italy,"classic amarone layered bouquet , notes prune , plum , nutmeg clove , along bell pepper notes . palate delivers ripe blackberry plum flavors , hints black pepper chocolate . structured , restraint freshness add elegance .",,92,85.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Allegrini 2009  Amarone della Valpolicella Classico,Red Blend,Allegrini,2
15644,15644,Italy,"campolongo di torbe shows aromas plum cake , raisin , baking spices touch leather . palate delivers nice depth flavors boast black cherry , white pepper , licorice well-integrated oak notes .",Campolongo di Torbe,92,165.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Masi 2006 Campolongo di Torbe  (Amarone della Valpolicella Classico),Red Blend,Masi,2
15645,15645,Italy,succulent amarone fragrance cherry raspberry whiffs baking spices . palate delivers gorgeous black layered white pepper nutmeg . 's shows intriguing balance power finesse .,Corte Vaona,92,65.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Novaia 2009 Corte Vaona  (Amarone della Valpolicella Classico),Red Blend,Novaia,2
15817,15817,France,bordeaux saved high alcohol acidity . power superripe yet parallel black currant acidity cuts right . age 1–2 years .,,85,22.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Saint-Michel 2010  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Saint-Michel,2
15933,15933,Italy,"floral aromas layered notes ripe black cherry , crushed blackberry , baking spices whiff resin . despite full-bodied structure , one elegant 2011 amarones , delivering ripe black plum , cocoa exotic spice . 's already accessible thanks polished tannins . drink 2021 .",La Marega,91,92.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Le Salette 2011 La Marega  (Amarone della Valpolicella Classico),Red Blend,Le Salette,2
16507,16507,Italy,"underbrush , truffle , stewed plum toasted aromas come together glass . packed , densely concentrated palate offers raisin , blackberry jam , pipe tobacco , baking spice dark bitter chocolate framed bracing , close-grained tannins still need unwind . 'll also notice warmth alcohol finish . give years let tannins loosen . drink 2018 2026 .",La Fabriseria Riserva,93,250.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Tedeschi 2011 La Fabriseria Riserva  (Amarone della Valpolicella Classico),Red Blend,Tedeschi,2
16609,16609,Italy,"sangiovese 10 % merlot , aromas red currant whiff exotic spice . straightforward palate offers dried black cherry , clove hint grilled herb alongside smooth tannins . simple well , 's enjoyed young drink soon .",,86,15.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Piccini 2011  Chianti Classico,Red Blend,Piccini,2
16620,16620,Italy,"sangiovese 20 % canaiolo , aromas baked plum , dark berry , mocha vanilla . palate offers dried black cherry , sweet baking spice confectionary note alongside smooth rather fleeting tannins .",Riserva,86,24.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Sensi 2012 Riserva  (Chianti Classico),Red Blend,Sensi,2
16623,16623,Italy,"entirely sangiovese , easygoing , friendly red aromas fresh plum crushed blue flowers . juicy palate offers fleshy black cherry , raspberry hint mediterranean herb alongside round , soft tannins . enjoy soon .",,86,10.0,Tuscany,Chianti Colli Senesi,,Kerin O’Keefe,@kerinokeefe,Tenuta di Trecciano 2013  Chianti Colli Senesi,Sangiovese,Tenuta di Trecciano,2
16794,16794,Italy,"blue flower , blackberry , leather , underbrush vanilla aromas jump glass warm , full-bodied . dense , one-dimensional palate offers ripe black cherry sweet oak accented vanilla cinnamon notes . 's already reached ideal drinking window enjoy soon .",Riserva,89,35.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Fattoria di Montemaggio 2007 Riserva  (Chianti Classico),Red Blend,Fattoria di Montemaggio,2
19109,19109,Italy,"75 % sangiovese , 10 % merlot , 10 % canaiolo 5 % colorino , easygoing red subtle black-skinned tilled soil scents . smooth tannins frame straightforward palate , delivers ripe black cherry leather notes . drink 2019 .",,87,19.0,Tuscany,Chianti Colli Senesi,,Kerin O’Keefe,@kerinokeefe,Le Bertille 2013  Chianti Colli Senesi,Red Blend,Le Bertille,2
19114,19114,Italy,"nose 80 % sangiovese , 10 % canaiolo 10 % mammolo black cherry baking spice . accessible palate delivers red plum , clove spice smooth tannins . enjoy soon .",,87,14.0,Tuscany,Chianti,,Kerin O’Keefe,@kerinokeefe,Brunelli Martoccia 2015  Chianti,Red Blend,Brunelli Martoccia,2
19116,19116,Italy,"90 % sangiovese 10 % merlot , subdued black-skinned underbrush aromas . assertive tannins frame palate prune , tobacco black pepper flavors . drink soon capture remaining .",Riserva,87,22.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Villa Montignana 2011 Riserva  (Chianti Classico),Red Blend,Villa Montignana,2
19847,19847,Italy,"90 % sangiovese , 5 % canaiolo 5 % malvasia nera offers ripe black plum black tea scents . firm palate displays black currant clove flavor , supported clenching tannins . drink 2019 .",Bernardino,87,,Tuscany,Chianti,,Kerin O’Keefe,@kerinokeefe,Fattoria La Striscia 2015 Bernardino  (Chianti),Red Blend,Fattoria La Striscia,2
19860,19860,Italy,"entirely organic sangiovese grapes , floral iris red cherry notes . palate straightforward lively , marked raspberry thyme flavors solid tannins . enjoy 2018 .",,87,15.0,Tuscany,Chianti,,Kerin O’Keefe,@kerinokeefe,Sangervasio 2015  Chianti,Sangiovese,Sangervasio,2
19861,19861,Italy,"80 % sangiovese 20 % canaiolo , recalls cassis cooking spice nose . palate delivers ripe red plum laced vanilla , softly framed tannins . drink now–2019 .",Dal Campo Riserva,87,21.0,Tuscany,Chianti,,Kerin O’Keefe,@kerinokeefe,Sensi 2013 Dal Campo Riserva  (Chianti),Red Blend,Sensi,2
19864,19864,Italy,"90 % sangiovese 10 % canaiolo , delicate ripe black plum mediterranean herb aromas . 's firm straightforward palate , delivering black cherry black tea flavors . drink 2019 .",Riserva,87,21.0,Tuscany,Chianti,,Kerin O’Keefe,@kerinokeefe,Uggiano 2012 Riserva  (Chianti),Red Blend,Uggiano,2
19894,19894,Italy,"like power , want . heat alcohol definitely noticeable , 's also nicely balanced thick extraction , soft texture ripe berry flavors . high alcohol common result appassimento process ( air-drying grapes ) used make .",,89,55.0,Veneto,Amarone della Valpolicella Classico,,,,Il Roverone 2007  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Il Roverone,2
20973,20973,France,"young full black currant balanced tannins . richness high alcohol , brings touch pepper . juicy dominates . drink 2018 .",,85,11.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Grand Meynau 2016  Bordeaux,Cabernet Sauvignon-Merlot,Château Grand Meynau,2
21114,21114,Italy,"delicious amarone offers intense aromas plum spice . palate delivers ripe black cherry raisin flavors , layered accents chocolate , white pepper , licorice almond . already fantastic depth gain complexity next years .",,92,40.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,David Sterza 2009  Amarone della Valpolicella Classico,Red Blend,David Sterza,2
21125,21125,Italy,"great amarone earthy aromas tilled soil , iris , tobacco exotic spices . palate shows delicious raspberry raisin flavors , accents nutmeg , licorice black pepper , delivered fresh restrained style .",Moropio,92,79.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Antolini 2009 Moropio  (Amarone della Valpolicella Classico),Red Blend,Antolini,2
21215,21215,Italy,"80 % sangiovese , 10 % cabernet sauvignon 10 % canaiolo , delicate blackberry violet aromas . palate delivers wild cherry , cedar star anise flavors , braced firm tannins . enjoy 2020 .",Casa Conforto Riserva,89,25.0,Tuscany,Chianti,,Kerin O’Keefe,@kerinokeefe,Fattoria La Vialla 2013 Casa Conforto Riserva  (Chianti),Red Blend,Fattoria La Vialla,2
21296,21296,Italy,"sangiovese , 10 % cabernet sauvignon 10 % merlot , offers aromas recalling red currant , blue flower , espresso whiff baking spice . soft , accessible palate , notes sage toast accent core dried cherry . drink 2016 .",Blue Label,87,22.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Lamole di Lamole 2012 Blue Label  (Chianti Classico),Red Blend,Lamole di Lamole,2
22280,22280,Italy,"aromas espresso , black pepper , oak , chocolate blackberry jam waft glass . dense , concentrated palate delivers brandied black cherry , licorice , raisin coffee alongside firm , gripping tannins leave palate dry finish . give tannins another two three years unwind enjoy .",Riserva Sergio Zenato,92,107.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Zenato 2009 Riserva Sergio Zenato  (Amarone della Valpolicella Classico),Red Blend,Zenato,2
22797,22797,Italy,"sangiovese 10 % canaiolo colorino , organically farmed , savory red aromas perfumed berry , blue flowers , new leather balsamic note . juicy , delicious palate delivers black cherry , plum , licorice , clove , menthol , sage earthy note game alongside backbone fine-grained tannins firm acidity . enjoy 2018 .",,91,18.0,Tuscany,Chianti Colli Aretini,,Kerin O’Keefe,@kerinokeefe,Paterna 2012  Chianti Colli Aretini,Red Blend,Paterna,2
22921,22921,Italy,"aromas mature blackberry , vanilla white chocolate lead nose . palate offers dense black cherry , oak , chocolate white pepper wrapped tight-knit tannins . starts strong finishes abruptly .",Riserva Berardo,88,35.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Castello di Bossi 2010 Riserva Berardo  (Chianti Classico),Sangiovese,Castello di Bossi,2
22929,22929,Italy,"amarone shows overripe black , oak raisin aromas . palate offers extracted plum black cherry flavors layered chocolate , vanilla , oak black pepper notes . 's closes note bitter almond .",,88,70.0,Veneto,Amarone della Valpolicella,,Kerin O’Keefe,@kerinokeefe,Marion 2008  Amarone della Valpolicella,Red Blend,Marion,2
23069,23069,Italy,"red commences aromas red currant , black berries , spice blue flower . spicy palate delivers black pepper , nutmeg , sour cherry ripe raspberry sensations restrained fresh acidity bracing tannins . hold complexity . drink 2015–2021 . trilussa , j.w . sieg wines .",Riserva,91,45.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Tenuta di Riseccoli 2009 Riserva  (Chianti Classico),Red Blend,Tenuta di Riseccoli,2
23079,23079,Italy,"entirely sangiovese , traditionally crafted chianti classico earthy aromas underbrush , leather , black blue flower . palate offers succulent black cherry accented notes black pepper , clove menthol alongside brooding tannins . drink 2014–2019 .",Panzano,90,38.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Castelli del Grevepesa 2009 Panzano  (Chianti Classico),Sangiovese,Castelli del Grevepesa,2
23090,23090,Italy,"dense starts aromas blue flower , black berries , vanilla toasted oak . palate delivers ripe black cherry raspberry accented clove white pepper alongside astringent wood tannins dry mouth . drink 2015–2020 .",Riserva,88,28.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Viticcio 2010 Riserva  (Chianti Classico),Red Blend,Viticcio,2
23180,23180,Italy,"aromas black currant , plum cake , vanilla mocha lead nose structured , full-bodied . palate , notes cinnamon , black pepper nutmeg add depth rich blackberry crushed plum flavors , despite hefty structure , 's also surprisingly elegant thanks assertive polished tannins enough fresh acidity .",,93,43.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,David Sterza 2010  Amarone della Valpolicella Classico,Red Blend,David Sterza,2
23480,23480,Italy,"charming bright character , showing notes juicy wild cherry , mint eucalyptus accents leather truffle . drink wait years tannins tame .",,91,20.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Bibbiano 2011  Chianti Classico,Red Blend,Bibbiano,2
23959,23959,Italy,"100 % sangiovese , stunning reserved multifaceted aromas underbrush , violet , black berries whiff leather . delicious , structured palate delivers vibrant black cherry ripe raspberry alongside notes black pepper grilled rosemary . 's impeccably balanced fresh acidity tannic backbone . 's still young give time fully develop . drink 2016–2022 .",Riserva,94,43.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Cinciano 2010 Riserva  (Chianti Classico),Sangiovese,Cinciano,2
23969,23969,Italy,"'s outstanding chianti classico 80 % sangiovese , 10 % pugnitello 10 % colorino earthy aromas underbrush , leather , violet , dark spices red berries . structured palate delivers rich black cherry , black pepper , clove balsamic herbs alongside bracing yet refined tannins . still shows youthful aggression , give time soften develop complexity . drink 2015–2025 .",Poggio Rosso Riserva,94,50.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,San Felice 2010 Poggio Rosso Riserva  (Chianti Classico),Red Blend,San Felice,2
23983,23983,Italy,"opulent chianti classico aromas violets , black berries , meat juices spice . delicious palate delivers concentrated black cherry layered white pepper , cinnamon , clove balsamic herbs . 's soft round time boasts alluring intensity .",Casanuova di Nittardi,93,35.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Nittardi 2011 Casanuova di Nittardi  (Chianti Classico),Red Blend,Nittardi,2
24420,24420,Italy,"entirely organically grown sangiovese , red plum , new leather underbrush aromas . full-bodied palate delivers crushed raspberry , black cherry , pipe tobacco hint black pepper , polished tannins providing backbone . drink 2022 .",Riserva,92,30.0,Tuscany,Chianti Rufina,,Kerin O’Keefe,@kerinokeefe,I Veroni 2013 Riserva  (Chianti Rufina),Sangiovese,I Veroni,2
24468,24468,Italy,"aria stunning chianti classico , boasting earthy , underbrush aromas hints subdued oak . palate delivers fabulous , juicy plum black-cherry layered well integrated vanilla espresso . 's still tight tannic give years .",Aria,92,28.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Casa al Vento 2011 Aria  (Chianti Classico),Sangiovese,Casa al Vento,2
24469,24469,Italy,"vibrant chianti classico ripe strawberry raspberry aromas hints violet . palate shows delicious red cherry layered white pepper hint chocolate , fresh supple style .",,92,24.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Castello di Verrazzano 2010  Chianti Classico,Red Blend,Castello di Verrazzano,2
25048,25048,Italy,"80 % sangiovese 20 % canaiolo , discloses aromas red berries , wet leaves balsamic herbs . smooth palate offers sour cherry black raspberry accented notes white pepper clove . enjoy 2016 .",Capotondo,88,20.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Vèscine 2010 Capotondo  (Chianti Classico),Red Blend,Vèscine,2
25156,25156,Italy,"aged large slavonian casks , straightforward robust features aromas dried blue flowers , black currants , dried cherry prune carry palate along ground white pepper cedar sensations . warmth alcohol appears midpalate .",,88,45.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Domìni Veneti 2011  Amarone della Valpolicella Classico,Red Blend,Domìni Veneti,2
25984,25984,Italy,"aromas black currant , blue flower , tilled soil , menthol cedar take center stage . dense palate delivers mature black cherry , crushed raspberry , mocha , vanilla , nutmeg confectionery note . velvety tannins provide framework . drink 2022 .",,91,60.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Zenato 2012  Amarone della Valpolicella Classico,Red Blend,Zenato,2
