,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,predicted
12849,12849,Italy,"sangiovese 20 % merlot , offers aromas red currant , espresso , aromatic herb french oak . taut palate shows tart red cherry , coffee , toast , star anise powdered sage close-grained tannins leave astringent , mouth-puckering finish .",Riserva,88,40.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Brancaia 2013 Riserva  (Chianti Classico),Red Blend,Brancaia,8
12850,12850,Italy,"aromas french oak , toast spiced blueberry lead nose . showing challenges cool , wet vintage , leaner previous years still offers wild cherry , coffee bean anise alongside bright acidity polished persistent tannins . impressive effort 2014. drink soon .",,88,28.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Castello di Fonterutoli 2014  Chianti Classico,Red Blend,Castello di Fonterutoli,8
14469,14469,Italy,"funky aromas leather , game , overripe plum whiff barnyard . aromas carry rustic palate along dried black cherry raspy , fleeting tannins give abrupt , astringent finish .",,84,,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Poggio Bonelli 2012  Chianti Classico,Red Blend,Poggio Bonelli,8
14474,14474,Italy,"informal offers hints raw red cherry , strawberry dash cinnamon . brisk acidity fragile , fleeting tannins give abrupt finish .",,84,6.0,Tuscany,Chianti,,Kerin O’Keefe,@kerinokeefe,Artimino 2013  Chianti,Red Blend,Artimino,8
14501,14501,Italy,"aromas suggesting smoke , dark cooking spice mature black-skinned emerge bracing , robust red . firmly structured , one-dimensional palate displays evident oak , coconut , espresso , raisin hint tobacco alongside forceful tannins leave firm somewhat grainy finish .",,88,49.0,Veneto,Amarone della Valpolicella,,Kerin O’Keefe,@kerinokeefe,Monteci 2011  Amarone della Valpolicella,Red Blend,Monteci,8
15304,15304,Italy,"black plum , tilled soil , leather grilled sage aromas lead nose structured . dense palate delivers blackberry , blueberry , dried date , roasted coffee bean mocha alongside firm , drying tannins . licorice note marks finish .",Podere Le Maragnole,89,45.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Le Bertarole 2010 Podere Le Maragnole  (Amarone della Valpolicella Classico),Red Blend,Le Bertarole,8
15308,15308,Italy,"displays aromas underbrush , tobacco , coffee , raisin , menthol dried sage . palate offers blackberry extract , prune , anise black pepper alongside bracing tannins . finishes note glazed brown sugar . north berkeley imports , glazer 's .",Le Balze,89,100.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Novaia 2009 Le Balze  (Amarone della Valpolicella Classico),Red Blend,Novaia,8
15323,15323,Italy,"aromas leather , tobacco leaf , underbrush , prune marinated spirits take center stage dense . palate delivers mature plum , blueberry extract , toast , black pepper mocha alongside bracing tannins .",Mazzurega,89,80.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Domìni Veneti 2008 Mazzurega  (Amarone della Valpolicella Classico),Red Blend,Domìni Veneti,8
16481,16481,Italy,"big muscular , aromas blackcurrant , grilled pepper exotic spice . solid palate delivers grilled porcini mushroom , roasted coffee bean prune alongside teeth-coating tannins .",,88,50.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Secondo Marco 2008  Amarone della Valpolicella Classico,Red Blend,Secondo Marco,8
16601,16601,Italy,"nose structured red offers oak-driven aromas toast , coconut vanilla . warm palate doles ripe plum , coffee , confectionary note oak spices alongside warmth evident alcohol . wood tannins leave astringent , mouth-drying finish .",Puro Riserva,86,17.0,Tuscany,Chianti,,Kerin O’Keefe,@kerinokeefe,Fattoria Lavacchio 2011 Puro Riserva  (Chianti),Sangiovese,Fattoria Lavacchio,8
16602,16602,Italy,"subtle berry wildflower aromas lead nose bright , friendly red . informal palate offers crushed wild cherry , raspberry hint clove alongside soft , rather fleeting tannins .",,86,14.0,Tuscany,Chianti,,Kerin O’Keefe,@kerinokeefe,Fattoria Uccelliera 2013  Chianti,Red Blend,Fattoria Uccelliera,8
16624,16624,Italy,"aromas wood shop , espresso licorice lead nose . firm palate delivers oak extract , licorice , clove , dried black cherry sage alongside tightly-knit , drying tannins . structure much richness remains .",Riserva,86,13.0,Tuscany,Chianti Montalbano,,Kerin O’Keefe,@kerinokeefe,Tenuta Pierazzuoli 2011 Riserva  (Chianti Montalbano),Sangiovese,Tenuta Pierazzuoli,8
16625,16625,Italy,"entirely sangiovese , aromas wet leaves , underbrush , leather prune . palate offers dried red black cherry , grilled sage confectionary note alongside lithe tannins . drink soon capture remaining .",Poggio ai Grilli,86,13.0,Tuscany,Chianti,,Kerin O’Keefe,@kerinokeefe,Tenuta San Jacopo 2010 Poggio ai Grilli  (Chianti),Sangiovese,Tenuta San Jacopo,8
16994,16994,Italy,"aromas burned tire rubber asphalt . palate offers bitter sensations grilled sage , oak extract roasted coffee beans alongside tongue-drying wood tannins .",Vigneto San Marcellino,84,50.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Rocca di Montegrossi 2009 Vigneto San Marcellino  (Chianti Classico),Red Blend,Rocca di Montegrossi,8
17797,17797,Italy,"aromas recall moist underbrush , grilled sage , menthol whiff cellar floor . brisk , diluted palate offers raw red cherry , oak hint star anise alongside stinging acidity astringent tannins leave raspy finish . lacks richness .",Vigna Contessa Luisa Gran Selezione,85,60.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Villa Calcinaia 2013 Vigna Contessa Luisa Gran Selezione  (Chianti Classico),Sangiovese,Villa Calcinaia,8
18168,18168,Italy,"aromas crushed flower , black raspberry , tilled earth , menthol hint espresso lead nose . full-bodied palate delivers ripe black cherry , spiced plum ground white pepper alongside assertive tannins need time unwind . drink 2016–2022 .",Gran Selezione,90,45.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Casa Sola 2010 Gran Selezione  (Chianti Classico),Sangiovese,Casa Sola,8
19221,19221,Italy,"youthful heavy oak aromas toast , vanilla coffee bean backed black cherry , leather tobacco . 's good depth dimension , especially mouth , thanks 3 % petit verdot added rich sangiovese base . 300 cases .",,86,,Tuscany,Chianti Classico,,,,Candialle 2006  Chianti Classico,Sangiovese,Candialle,8
19328,19328,Italy,"aromas suggesting mature berry , dried herb , scorched soil espresso lead nose . medium-bodied palate already evolved , offering prune , dried black cherry , mocha hint licorice alongside soft acidity fine-grained tannins . drink sooner rather later capture remaining .",Clemente VII Gran Selezione,88,50.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Castelli del Grevepesa 2011 Clemente VII Gran Selezione  (Chianti Classico),Sangiovese,Castelli del Grevepesa,8
21148,21148,Italy,"hearty red aromas scorched earth , dry forest floor , french oak grilled herb . robust palate shows heat vintage , offering raisin , toasted oak , licorice clove alongside dusty drying tannins modest acidity .",Coste Bianche,87,52.0,Veneto,Amarone della Valpolicella,,Kerin O’Keefe,@kerinokeefe,Tenute Fiorebelli 2011 Coste Bianche  (Amarone della Valpolicella),Corvina,Tenute Fiorebelli,8
21279,21279,Italy,"aromas oak , coconut , vanilla , espresso charred earth come together structured . aromas carry full-bodied palate along prune , raisin confectionary note . bracing tannins clench finish . give tannins years unfurl drink catch remains .",Borro del Diavolo Riserva,87,29.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Ormanni 2011 Borro del Diavolo Riserva  (Chianti Classico),Sangiovese,Ormanni,8
21298,21298,Italy,"aromas recall toast , french oak , coffee bean tilled soil . palate straightforward bit lean , offering notes dried black cherry , vanilla mocha accompanied fine-grained tannins fresh acidity . drink 2019 .",Solatio del Tani,87,25.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Machiavelli 2013 Solatio del Tani  (Chianti Classico),Red Blend,Machiavelli,8
21432,21432,Italy,"aromas cassis , chopped herb licorice lead nose carry medium-bodied palate along dried cherry espresso . fine-grained tannins provide framework . drink soon capture remaining .",,88,30.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Canonica a Cerreto 2012  Chianti Classico,Red Blend,Canonica a Cerreto,8
21910,21910,Italy,"raspberry jam , menthol , cooking spice espresso aromas lead nose . palate offers tart red cherry , crushed raspberry , thyme , anise ground green pepper . bracing , slightly astringent tannins provide support need soften . drink 2018 .",Castello di Bibbione Gran Selezione,89,30.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Castelli del Grevepesa 2010 Castello di Bibbione Gran Selezione  (Chianti Classico),Sangiovese,Castelli del Grevepesa,8
23098,23098,Italy,"sangiovese merlot starts aromas espresso , toasted oak plum . palate offers one-dimensional plum cherry oak notes alongside firm tannins uplifting acidity .",Riserva,88,40.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Livernano 2010 Riserva  (Chianti Classico),Red Blend,Livernano,8
23212,23212,Italy,"ripe plum , blackberry , vanilla espresso aromas lead nose . palate , notes coffee , toast , star anise wrap around core mature black cherry . polished tannins fresh acidity provide structure . drink 2022 .",Riserva,90,25.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Fattoria di Valiano 2010 Riserva  (Chianti Classico),Red Blend,Fattoria di Valiano,8
23253,23253,Italy,"aromas graphite , underbrush , toasted oak dark berry lead nose . structured palate offers dried black cherry , blackberry , anise , grilled sage espresso alongside bracing , grippy tannins . drink 2016–2026 .",Colledilà Gran Selezione,89,66.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Barone Ricasoli 2011 Colledilà Gran Selezione  (Chianti Classico),Sangiovese,Barone Ricasoli,8
24877,24877,Italy,"already evolved , aromas overripe black , raisin , prune , oak espresso . dense palate shows blackberry extract layered chocolate oak lacks freshness .",Riserva,85,26.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Renieri 2009 Riserva  (Chianti Classico),Sangiovese,Renieri,8
25782,25782,Italy,"earthy conveys aromas pipe tobacco , prune , thyme funky whiff barnyard . palate offers prune , raisin bitter walnut alongside dusty , drying tannins .",Gran Selezione,87,35.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Castello di Uzzano 2010 Gran Selezione  (Chianti Classico),Red Blend,Castello di Uzzano,8
25792,25792,Italy,"aromas vanilla , new oak coconut lead nose 85 % sangiovese , 10 % cabernet sauvignon 5 % merlot . palate offers dried cherry , vanilla , roasted coffee bean espresso alongside evolved tannins .",Riserva,87,39.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Canonica a Cerreto 2010 Riserva  (Chianti Classico),Red Blend,Canonica a Cerreto,8
28497,28497,Italy,"aromas blue iris , plum menthol . palate , subtle notes sage , toast coffee accent core fleshy black cherry . still tightly wound , drying tannins need unwind 's rather shy fresh acidity best enjoy soon .",Riserva,87,26.0,Tuscany,Chianti,,Kerin O’Keefe,@kerinokeefe,Uggiano 2009 Riserva  (Chianti),Red Blend,Uggiano,8
28507,28507,Italy,"organically farmed sangiovese 5 % malvasia nera , aromas scorched earth , underbrush roasted coffee bean . reflecting hot vintage , palate evolved , offering raisin dark spice alongside firm tannins . richness already drying drink sooner rather later .",Seretina Riserva,87,28.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Monterotondo 2011 Seretina Riserva  (Chianti Classico),Red Blend,Monterotondo,8
28513,28513,Italy,"robust aromas spiced plum , iris grilled herb . warm palate offers raisin , licorice , game , black pepper heat evident alcohol . reflecting torrid vintage , evolving quickly richness already drying , drink sooner rather later .",Vigneto Bucerchiale Riserva,87,34.0,Tuscany,Chianti Rufina,,Kerin O’Keefe,@kerinokeefe,Selvapiana 2011 Vigneto Bucerchiale Riserva  (Chianti Rufina),Sangiovese,Selvapiana,8
28515,28515,Italy,"aromas menthol , pressed violet , espresso whiff cellar floor lead nose . palate offers dried black cherry , ripe plum , roasted coffee bean vanilla . assertive , drying tannins provide framework . drink soon dries .",Emilio,87,22.0,Tuscany,Chianti Superiore,,Kerin O’Keefe,@kerinokeefe,Tenuta di Morzano 2010 Emilio  (Chianti Superiore),Sangiovese,Tenuta di Morzano,8
30319,30319,Italy,"aromas dark berry , violet , toast , menthol whiff cellar floor . one-dimensional palate offers crushed plum , blackberry , vanilla confectionary note alongside drying , astringent tannins .",Riserva,85,19.0,Tuscany,Chianti,,Kerin O’Keefe,@kerinokeefe,Cantine Ravazzi 2011 Riserva  (Chianti),Red Blend,Cantine Ravazzi,8
30712,30712,Italy,"aromas suggest prunes , black cherries , resin whiff exotic spices . straightforward palate delivers raisins , dried cherries marinated spirits roasted coffee bean alongside assertive tannins .",,88,45.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Bolla 2009  Amarone della Valpolicella Classico,Red Blend,Bolla,8
30714,30714,Italy,"aromas raisin , tobacco leaf , underbrush , grilled porcini mushroom leather . extracted palate delivers black pepper , clove , dried sage , prune licorice supported teeth-coating tannins . heat searing alcohol finish throws balance .",Riserva,88,249.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Buglioni 2007 Riserva  (Amarone della Valpolicella Classico),Red Blend,Buglioni,8
31072,31072,Italy,"black plum , tilled soil , leather grilled sage aromas lead nose structured . dense palate delivers blackberry , blueberry , dried date , roasted coffee bean mocha alongside firm , drying tannins . licorice note marks finish .",Podere Le Maragnole,89,45.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Le Bertarole 2010 Podere Le Maragnole  (Amarone della Valpolicella Classico),Red Blend,Le Bertarole,8
31626,31626,Italy,"aromas black plum , grilled bell peppers , cedar spice . dense palate offers black cherry , espresso , chocolate black pepper alongside firm fleeting tannins .",Riserva,89,50.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Tenuta di Nozzole 2010 Riserva  (Chianti Classico),Sangiovese,Tenuta di Nozzole,8
32168,32168,Italy,"informal red aromas tilled soil , blackberry whiff game . simple palate offers juicy black cherry hint baking spice alongside angular , fleeting tannins racy acidity .",,86,15.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Coppiere 2013  Chianti Classico,Sangiovese,Coppiere,8
33276,33276,Italy,"vibrant red aromas wet soil , underbrush , cured meat whiff oak . lively palate offers dried black cherry , cranberry , ground pepper star anise alongside dusty , almost grainy , tannins leave rather raspy finish .",Novecento Riserva,87,35.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Dievole 2013 Novecento Riserva  (Chianti Classico),Sangiovese,Dievole,8
33280,33280,Italy,"new leather , menthol , ripe berry asian spice aromas emerge glass firm palate offers dried black cherry , pomegranate , star anise hint game . 'll also notice green note powdered sage . assertive , close-grained tannins squeeze finish .",Lenzi Riserva,87,37.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Fattoria di Petroio 2011 Lenzi Riserva  (Chianti Classico),Sangiovese,Fattoria di Petroio,8
34028,34028,Italy,"packaged extremely heavy bottle , features aromas mocha , vanilla , mature black plum grilled sage . evolved palate offers prune , raisin , black pepper roasted coffee bean lacks richness support oak .",10 Anni Riserva,87,300.0,Veneto,Amarone della Valpolicella,,Kerin O’Keefe,@kerinokeefe,Villa Canestrari 2005 10 Anni Riserva  (Amarone della Valpolicella),Red Blend,Villa Canestrari,8
34045,34045,Italy,"muted aromas toasted almond , caramel toasted almond carry palate along note honey . 's structured also rather evolved without much richness remaining .",Cortepittora,87,29.0,Veneto,Recioto di Soave Classico,,Kerin O’Keefe,@kerinokeefe,Cantina del Castello 2007 Cortepittora  (Recioto di Soave Classico),Garganega,Cantina del Castello,8
36626,36626,Italy,"truffle , ripe berry , plum , oak-driven spice , espresso leather aromas lead nose . firm palate delivers dried black cherry , raisin , licorice tobacco alongside tightly knit tannins . closes note grilled herb . drink 2016–2021 .",Gran Selezione,91,40.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Tolaini 2011 Gran Selezione  (Chianti Classico),Sangiovese,Tolaini,8
37140,37140,Italy,"truffle , ripe berry , plum , oak-driven spice , espresso leather aromas lead nose . firm palate delivers dried black cherry , raisin , licorice tobacco alongside tightly knit tannins . closes note grilled herb . drink 2016–2021 .",Gran Selezione,91,40.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Tolaini 2011 Gran Selezione  (Chianti Classico),Sangiovese,Tolaini,8
37541,37541,Italy,"aromas baked plum , cake spice whiff dried herb lead way . palate straightforward amarone standards , offering dried black cherry , nutmeg hint licorice alongside close-grained tannins leave drying finish .",La Tirela,88,30.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Cantina Valpolicella Negrar 2012 La Tirela  (Amarone della Valpolicella Classico),Red Blend,Cantina Valpolicella Negrar,8
37566,37566,Italy,"aromas underbrush , prune toast whiff crushed blue flower lead way . somewhat evolved palate offers dried black cherry , licorice hint espresso alongside dusty tannins .",White Label,88,,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Lamole di Lamole 2012 White Label  (Chianti Classico),Red Blend,Lamole di Lamole,8
38649,38649,Italy,"aromas toast , roasted coffee bean , ripe black skinned exotic spice lead way forward , concentrated . warm , dense palate offers blackberry jam , dried black cherry , roasted walnut licorice big , chewy tannins offers support .",,89,70.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Rubinelli Vajol 2011  Amarone della Valpolicella Classico,Red Blend,Rubinelli Vajol,8
39713,39713,Italy,"meaty aromas lead nose hearty supported notes black cherry , raspberry espresso . carry palate along toasted coffee bean , vanilla black pepper . 's tad shy freshness still tightly wound bracing tannins leave drying finish .",,87,26.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Poggio Bonelli 2011  Chianti Classico,Red Blend,Poggio Bonelli,8
40014,40014,Italy,"aromas toast , underbrush hint chocolate covered-cherry lead nose . firm palate offers dried black cherry , hint star anise green note powdered sage alongside nervous acidity . tightly packed , bracing tannins leave tongue-drying finish .",,87,22.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,San Fabiano Calcinaia 2013  Chianti Classico,Red Blend,San Fabiano Calcinaia,8
40022,40022,Italy,"aromas mature plum , dark berry violet lead way . straightforward palate , hints toast espresso add bit depth dried cherry core . dusty fleeting tannins lead slightly raspy finish .",Piegaia Riserva,87,25.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Villa Calcinaia 2012 Piegaia Riserva  (Chianti Classico),Sangiovese,Villa Calcinaia,8
40841,40841,Italy,"earthy aromas truffle , game moist earth mingle overripe plum confectionery note . palate evolved , offering leather , raisin tobacco alongside loosely knit , rather fleeting tannins .",Terre di San Zeno,87,48.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Corteforte 2010 Terre di San Zeno  (Amarone della Valpolicella Classico),Red Blend,Corteforte,8
41942,41942,Italy,"earthy aromas leather , overripe black , meat juice whiff barnyard . palate delivers mature plum , black cherry , loam game alongside astringent tannins .",Le Masse di Greve Gran Selezione,87,70.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Lanciola 2011 Le Masse di Greve Gran Selezione  (Chianti Classico),Sangiovese,Lanciola,8
42610,42610,Italy,"aromas leather , scorched earth , mature plum whiff mocha lead way . forward palate offers dried black cherry , licorice , grilled herb hint tobacco accompanied polished tannins . shows heat vintage drink sooner rather later .",Castello di Bibbione Riserva,89,30.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Castelli del Grevepesa 2011 Castello di Bibbione Riserva  (Chianti Classico),Sangiovese,Castelli del Grevepesa,8
42661,42661,Italy,"aromas toasted oak , roasted coffee bean dried black-skinned lead nose . firm , astringent palate offers raisin , dried black cherry star anise alongside close-grained tannins . drink soon capture remaining richness .",,87,,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Livernano 2012  Chianti Classico,Red Blend,Livernano,8
42671,42671,Italy,"plum , dark cooking spice menthol aromas emerge glass . firm palate offers dried black cherry , toast , licorice espresso alongside assertive , grainy tannins leave rather raspy finish .",,87,18.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Casaloste 2011  Chianti Classico,Red Blend,Casaloste,8
43933,43933,Italy,"blackberry , plum , chocolate tobacco aromas lead nose structured . palate offers roasted coffee bean , licorice , raisin black pepper alongside tightly packed tannins need time unwind leave astringent , drying finish . 'll also detect heat alcohol finish .",Cinque Stelle,88,75.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Castellani Michele & Figli 2010 Cinque Stelle  (Amarone della Valpolicella Classico),Red Blend,Castellani Michele & Figli,8
44386,44386,Italy,"scorched earth , menthol , cooking spice mature plum aromas take shape glass . forward palate offers dried black cherry , coffee licorice alongside smooth , polished tannins . drink soon capture remaining flavor .",,87,19.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Fattoria di Valiano 2011  Chianti Classico,Red Blend,Fattoria di Valiano,8
44714,44714,Italy,"dense extracted , offers aromas black cherry , ground pepper , pine sap dried herb . palate delivers blackberry syrup , dried cherry , mocha clove alongside grainy tannins . drink 2019 .",,88,75.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Buglioni 2009  Amarone della Valpolicella Classico,Red Blend,Buglioni,8
44716,44716,Italy,"aromas prune , espresso , cherries marinated spirits resin lead nose . palate bracing tannins lot richness , offering roasted sensations coffee bean , ground pepper toasted almond . closes licorice note .",Calcarole,88,140.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Guerrieri Rizzardi 2009 Calcarole  (Amarone della Valpolicella Classico),Red Blend,Guerrieri Rizzardi,8
45601,45601,Italy,"exclusively merlot , aromas cedar , mint dark berry . straightforward palate offers dried black cherry , espresso hint grilled bell pepper alongside somewhat raspy tannins cut finish .",Pulleraia,87,40.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Agricoltori del Chianti Geografico 2011 Pulleraia Merlot (Toscana),Merlot,Agricoltori del Chianti Geografico,8
46268,46268,Italy,"aromas wood shop , espresso licorice lead nose . firm palate delivers oak extract , licorice , clove , dried black cherry sage alongside tightly-knit , drying tannins . structure much richness remains .",Riserva,86,13.0,Tuscany,Chianti Montalbano,,Kerin O’Keefe,@kerinokeefe,Tenuta Pierazzuoli 2011 Riserva  (Chianti Montalbano),Sangiovese,Tenuta Pierazzuoli,8
46269,46269,Italy,"entirely sangiovese , aromas wet leaves , underbrush , leather prune . palate offers dried red black cherry , grilled sage confectionary note alongside lithe tannins . drink soon capture remaining .",Poggio ai Grilli,86,13.0,Tuscany,Chianti,,Kerin O’Keefe,@kerinokeefe,Tenuta San Jacopo 2010 Poggio ai Grilli  (Chianti),Sangiovese,Tenuta San Jacopo,8
46283,46283,Italy,"aromas blue flower , dark-skinned , brown spice grilled bell pepper come together glass . palate offers dried black cherry , prune , espresso , coconut toasted note alongside tightly knit tannins . 's starting dry drink soon .",Vigna La Quercia Riserva,86,24.0,Tuscany,Chianti Colli Fiorentini,,Kerin O’Keefe,@kerinokeefe,Castelvecchio 2010 Vigna La Quercia Riserva  (Chianti Colli Fiorentini),Red Blend,Castelvecchio,8
