,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,predicted
2175,2175,Spain,"school says rosé provence world 's gold standard , give excellent newcomer try . brief skin contact created light color sense elegance nose palate . flavors cantaloupe peach lightly sweet cut ample acidity . drink soon possible capture 's fresh essence .",Flor de Muga,90,31.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Muga 2016 Flor de Muga Rosé (Rioja),Rosé,Muga,0
2213,2213,Italy,"produced dried garganega grapes , boasts aromas flavors dried apricot , baked apple , citrus zest toasted sensations . ends note roasted hazelnut .",Le Colombare,88,53.0,Veneto,Recioto di Soave,,Kerin O’Keefe,@kerinokeefe,Pieropan 2011 Le Colombare  (Recioto di Soave),Garganega,Pieropan,0
2271,2271,US,"nice bordeaux-style ready drink . 's soft , dry complex , offering waves blackberries , black currants , blueberries , cedar herbs , wrapped fine , rich tannins .",Lot 119,87,15.0,California,Alexander Valley,Sonoma,,,Cameron Hughes 2005 Lot 119 Meritage (Alexander Valley),Meritage,Cameron Hughes,0
2287,2287,Italy,"hot difficult vintage , chianti classico unusual aromas dill , thyme toasted oak carry palate . 's already evolved short finish .",,85,32.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Vignavecchia 2011  Chianti Classico,Red Blend,Vignavecchia,0
2313,2313,Italy,"great chianti classico riserva offers everything look tuscany . 's freshness pristine cherry aromas along spice , black mineral fresh acidity close . approachable , soft ultimately food-friendly .",San Leonino Riserva,90,37.0,Tuscany,Chianti Classico,,,,Tenimenti Angelini 2005 San Leonino Riserva  (Chianti Classico),Sangiovese,Tenimenti Angelini,0
2317,2317,Italy,"modern vineyard-designate riserva offers toasted notes spice , nut crème caramel . notes surrounded mineral earthy shadings . mouthfeel gritty , firm persistent .",Vigna Misciano Riserva,90,34.0,Tuscany,Chianti Classico,,,,Borgo Scopeto 2005 Vigna Misciano Riserva  (Chianti Classico),Sangiovese,Borgo Scopeto,0
2378,2378,Italy,"unfettered enjoyable amarone , upfront aromas black . palate shows ripe exuberant plum prune flavors , hint chocolate . pair seasoned cheeses braised meat dishes .",,88,47.0,Veneto,Amarone della Valpolicella,,Kerin O’Keefe,@kerinokeefe,Antica Corte 2010  Amarone della Valpolicella,Red Blend,Antica Corte,0
2470,2470,Spain,"strawberry raspberry aromas touch briny . lively mouth , lasting acidity offers kick aged rioja . spicy notes pepper sit top base-level cherry plum , toast spice flavors along lasting acidity drive finish .",Gran Reserva,90,45.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Eduardo Garrido García 2004 Gran Reserva  (Rioja),Tempranillo Blend,Eduardo Garrido García,0
2716,2716,Italy,"soave partially barrel fermented unusual , works , great concentration , roundness softness complexity toast .",Colbaraca Classico,87,11.0,Veneto,Soave,,Roger Voss,@vossroger,Masi 2002 Colbaraca Classico  (Soave),Garganega,Masi,0
2724,2724,Spain,"largely neutral nose , tangy still fresh palate , drink-now viura clean unexciting . flavors generic citrus finish firm , pithy aftertaste .",,86,12.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Viña Otano 2014 Viura (Rioja),Viura,Viña Otano,0
2872,2872,Italy,"old vines , deliciously oak-aged soave classico rich opulent lovely tones stone , dusty mineral , melon , dried sage vanilla spice . roundness fullness mouthfeel promises five years cellar aging potential .",Contrada Salvarenza Vecchie Vigne,91,25.0,Veneto,Soave Classico,,,,Gini 2010 Contrada Salvarenza Vecchie Vigne  (Soave Classico),Garganega,Gini,0
2911,2911,Spain,"starts savory smoky nose , airing turns murky . palate tight structure , red-fruit acidity . flavors cherry , raspberry oaky vanilla turn roasted stalky unwinds fresh-feeling finish .",Crianza,86,30.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Lealtanza 2011 Crianza  (Rioja),Tempranillo,Lealtanza,0
3011,3011,Italy,"beautiful expression sangiovese , shows delicate elegant characteristics wild berry light spice . finish silky crisp , would stand nicely breaded veal roast chicken .",Riserva,92,40.0,Tuscany,Chianti Classico,,,,Capannelle 2007 Riserva  (Chianti Classico),Sangiovese,Capannelle,0
3090,3090,Italy,"campo leòn jammy , chewy raw notes black cherry , indian spice , cedar wood melted chocolate . 's thick , syrupy 's hard imagine balanced food pairing outside succulent red meat .",Campo Leòn,88,55.0,Veneto,Amarone della Valpolicella,,,,Latium di Morini 2005 Campo Leòn  (Amarone della Valpolicella),"Corvina, Rondinella, Molinara",Latium di Morini,0
3091,3091,Italy,"smooth rich amarone equal parts jammy set smokey oak component . slides nicely palate lavish , velvety texture imparts oak spice mesquite close .",Capitel de' Roari,88,35.0,Veneto,Amarone della Valpolicella Classico,,,,Luigi Righetti 2006 Capitel de' Roari  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Luigi Righetti,0
3095,3095,Italy,"powerful exaggerated style amarone delivers ripe cherry blackberry aromas followed new leather , cigar box , spice rum cake . imparts smooth , rich supple feel .",Tenuta Lena di Mezzo,88,50.0,Veneto,Amarone della Valpolicella Classico,,,,Monte del Frá 2005 Tenuta Lena di Mezzo  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Monte del Frá,0
3096,3096,Italy,"70-30 corvina rondinella , bright amarone offers simple genuine aromas forest berry , toasted almond , cherry cola vanilla bean . smooth , polished crisp close .",Giacomo Montresor,88,45.0,Veneto,Amarone della Valpolicella,,,,Montresor 2006 Giacomo Montresor  (Amarone della Valpolicella),Red Blend,Montresor,0
3097,3097,Italy,"riserva amarone shows meaty , bold , sweet jammy personality loads aromatic intensity . 's almost much good thing overripe flavors prune berry marmalade .",Riserva,88,44.0,Veneto,Amarone della Valpolicella,,,,Musella 2005 Riserva  (Amarone della Valpolicella),"Corvina, Rondinella, Molinara",Musella,0
3105,3105,Italy,"corte san benedetto small , family run winery 2003 amarone shows ripe notes black cherry , mesquite , blackberry soft vanilla . oak element evident ; soft supple close .",,88,,Veneto,Amarone della Valpolicella Classico,,,,Corte San Benedetto 2003  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Corte San Benedetto,0
3108,3108,Italy,"'s new producer valpolicella presents sharp angular amarone fine aromas spice , wild berry , black tobacco tea leaf . bright compact soft tannins natural freshness .",,88,,Veneto,Amarone della Valpolicella,,,,Falezza 2005  Amarone della Valpolicella,"Corvina, Rondinella, Molinara",Falezza,0
3112,3112,France,"structure keeps firm , dry solidly closed . tightly wound stage , hinting brighter , fruity future . drink 2015 .",,84,15.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Pey la Tour 2011  Bordeaux,Bordeaux-style Red Blend,Château Pey la Tour,0
3132,3132,Spain,"peach apple aromas modest . palate juicy citric feel , flavors melon , apple nectarine finish tangy , citrusy taste .",Viña Tobía,83,11.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Tobía 2012 Viña Tobía White (Rioja),White Blend,Bodegas Tobía,0
3315,3315,Italy,"perfect pairing lasagna meat cannelloni bechamel sauce , bright chianti classico natural acidity cut though fatty food ingredients . 's aromas recall white cherry raspberry .",,87,,Tuscany,Chianti Classico,,,,Tenuta di Vignole 2007  Chianti Classico,Sangiovese,Tenuta di Vignole,0
3330,3330,Italy,"classic interpretation chianti classico bright aromas small berry , raspberry blue flower . 's also modern touch well comes aromatically spice new leather .",,87,16.0,Tuscany,Chianti Classico,,,,Rocca delle Macìe 2007  Chianti Classico,Sangiovese,Rocca delle Macìe,0
3469,3469,US,"rather tough gritty , bone dry offers herb , tobacco cedar flavors , suggestions cherries currants . 's answer folks complain california cabernets oak bombs . could surprise 5–7 years bottle .",,88,48.0,California,Santa Cruz Mountains,Central Coast,,,Kings Mountain 2006 Meritage (Santa Cruz Mountains),Meritage,Kings Mountain,0
3494,3494,Italy,"'s earthy note recalls button mushroom horse skin backed dried prune . shows lighter , crisper mouthfeel sweet versus sour contrast end .",Paverno,87,25.0,Veneto,Amarone della Valpolicella Classico,,,,Vaona 2007 Paverno  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Vaona,0
3498,3498,Italy,"'s touch pungent apple skin first , bouquet time pretty floral tones shadings forest dried raspberry . amarone , surprisingly bright crisp close .",,87,65.0,Veneto,Amarone della Valpolicella Classico,,,,Giuseppe Lonardi 2007  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Giuseppe Lonardi,0
3589,3589,Italy,"concentrated , thick dark appearance , lush chianti classico shows dark ruby color flavors black cherry , cassis cola . feels warm mouth , powerful finish .",,86,30.0,Tuscany,Chianti Classico,,,,Vignavecchia 2008  Chianti Classico,Sangiovese,Vignavecchia,0
3754,3754,Spain,"lightly pickled citrus aromas include note pyrazines . direct palate , reasonably good mouthfeel , delivers short flavors stone fruits front finish 's mildly pithy bitter .",,86,12.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,El Coto 2015 Rosado (Rioja),Rosado,El Coto,0
3767,3767,Spain,"cherry raspberry aromas fresh , clean simple . juicy , direct palate brings cherry plum skin flavors citric acid cleansing purposes . rosé definition simple summer quaffer .",,86,9.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Marqués de Cáceres 2013 Rosé (Rioja),Rosé,Marqués de Cáceres,0
3772,3772,US,"notes thyme , cocoa broad dark lead malleable , medium-full palate . finish conveys tang iron .",Estate Grown,86,28.0,Virginia,Monticello,,,,Pollak 2010 Estate Grown Meritage (Monticello),Meritage,Pollak,0
3946,3946,US,"clumsy aims white bordeaux style falls far short . 's plenty oak lees , underlying thin disappointing citrus flavor .",The Novelist,83,18.0,California,California,California Other,,,Cosentino 2008 The Novelist Meritage (California),Meritage,Cosentino,0
3954,3954,Italy,"less formal vin santo . creamy thick , sweet syrupy notes chestnut , honey , maple , candied dried apricot .",500ml,90,,Tuscany,Vin Santo del Chianti,,,,Fattoria di Casalbosco 2006 500ml  (Vin Santo del Chianti),White Blend,Fattoria di Casalbosco,0
3968,3968,Italy,"60-40 trebbiano toscano malvasia bianca offers traditional interpretation thick sweetness aromas roasted chestnut , caramel honey .",Caratello,90,,Tuscany,Vin Santo del Chianti,,,,Pietro Beconcini 1999 Caratello  (Vin Santo del Chianti),White Blend,Pietro Beconcini,0
4039,4039,Italy,"round ripe , fruity aromas ripe apple yellow stone . soft juicy palate delivers peach , pineapple banana hint mineral signals finish .",Runcaris,88,13.0,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Fattori 2015 Runcaris  (Soave),Garganega,Fattori,0
4294,4294,Italy,"calvarino another gorgeous expression soave classico producer pieropan , widely considered quality leader area . deep layers flavor aromas include peach , nectarine , almond thick honey . good density persistency mouth .",Calvarino,89,30.0,Veneto,Soave Classico,,,,Pieropan 2006 Calvarino  (Soave Classico),White Blend,Pieropan,0
4304,4304,Italy,"thick , masculine amarone dense extraction soda- like qualities root beer , smoked bacon , a1 steak sauce beef jerky . delivers enormous power concentration followed thick , meaty feel .",Il Sestante Vigneto Monte Masua,89,,Veneto,Amarone della Valpolicella Classico,,,,Tommasi 2004 Il Sestante Vigneto Monte Masua  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Tommasi,0
4305,4305,Italy,"villabella delivers generous amarone classico zone loads spice characteristic blackberry cherry . one hand , tastes bit overripe strawberry marmalade . , firm tannins natural freshness keep check . age another five years .",,89,43.0,Veneto,Amarone della Valpolicella Classico,,,,Vigneti Villabella 2003  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Vigneti Villabella,0
4307,4307,Italy,"'s austere amarone overripe notes preserve , blackberry jelly , moist tobacco , leather , spice root beer . backs dense concentration amazing intensity aromas . 's sweet sour time firm tannins .",,89,50.0,Veneto,Amarone della Valpolicella Classico,,,,Le Ragose 2003  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Le Ragose,0
4310,4310,Italy,"'s lot mature strawberry jam backed prunes , raisins , tobacco , incense cola . pretty nuances white stone dried hay appear nose ends sweet , sticky flavors ripe berry .",Villa Rizzardi,89,90.0,Veneto,Amarone della Valpolicella Classico,,,,Guerrieri Rizzardi 2003 Villa Rizzardi  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Guerrieri Rizzardi,0
4445,4445,Italy,"easy , slender fresh , bright chianti ( 85 % sangiovese merlot ) reveals green notes olive herb followed wild berry spice .",,85,10.0,Tuscany,Chianti,,,,Straccali 2011  Chianti,Red Blend,Straccali,0
4448,4448,Italy,sangiovese canaiolo enhanced small percentage merlot . addition heightens 's softness renders richer mouthfeel .,,85,10.0,Tuscany,Chianti,,,,Straccali 2010  Chianti,Sangiovese,Straccali,0
4547,4547,France,"intensely acidic , red fruits caramel hidden behind tart , over-lemoned flavor . lovers mouth-shockingly dry rosé . screwcap .",,81,12.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Larroque 2012 Red (Bordeaux Rosé),Bordeaux-style Red Blend,Château Larroque,0
4570,4570,Spain,"fiery cherry cough-drop aromas basic best , crude worst . bright wiry feel , tastes medicinal red fruits .",Adivino Tinto Joven,85,11.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Covila 2015 Adivino Tinto Joven  (Rioja),Tempranillo,Covila,0
4617,4617,Italy,"amarone capitel de ' roari delivers crisp , lean expression showcases valpolicella winemaking tradition . out-of-place elements oak shadings comes across toasted nut , leather dried tobacco .",Capitel de' Roari,87,35.0,Veneto,Amarone della Valpolicella Classico,,,,Luigi Righetti 2007 Capitel de' Roari  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Luigi Righetti,0
4682,4682,Spain,"closed need air first , takes ripe , medicinal , almost candied red-fruit nose . next full , wide-bodied palate chunky plum raspberry flavors . old-vines garnacha ripe , tasty . drink 2020 .",Propiedad,91,45.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Palacios Remondo 2011 Propiedad  (Rioja),Garnacha,Palacios Remondo,0
5090,5090,US,"nice dry , smooth tannins framing berry , cherry oak flavors . serve big parties , beach , wherever . nobody complain .",Private Selection,86,11.0,California,Central Coast,Central Coast,,,Robert Mondavi 2011 Private Selection Meritage (Central Coast),Meritage,Robert Mondavi,0
5170,5170,Spain,"sweet aromas , whiff oak red candy , mouthfeeel juicy mostly fresh , clean flavors adequate ripeness sweetness . fresh , composed pleasant scheme things .",Envite Crianza,87,22.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas San Prudencio 2007 Envite Crianza  (Rioja),Red Blend,Bodegas San Prudencio,0
5300,5300,Argentina,"vanilla cookies , peach nectarine aromas work opening . mouth , 's nice even flow acidity pulpy tropical fruits . flavors tangerine , melon lychee authentic well balanced , finish musky , fresh confirms 's high quality .",,88,15.0,Other,La Rioja,,Michael Schachner,@wineschach,Recuerdo 2011 Torrontés (La Rioja),Torrontés,Recuerdo,0
5312,5312,Italy,le ellere tight fresh expression sangiovese delivers clean crisp quality . 's acidity makes perfect pairing ravioli stuffed ricotta cheese chicken cream sauce .,Le Ellere,88,25.0,Tuscany,Chianti Classico,,,,Castello d'Albola 2008 Le Ellere  (Chianti Classico),Sangiovese,Castello d'Albola,0
5466,5466,Spain,"nose round , medium-bodied defined sweet oak milk chocolate . mouth , 's chunky ripe , raw tannins . flavors sweet , pushy berry fruits heavy oak lead toasty finish carob wood flavors . good oak-dominated .",Selección,86,24.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Marqués de Elciego 2009 Selección  (Rioja),Tempranillo,Marqués de Elciego,0
5541,5541,Spain,"wheaty waxy nose , viura also smells vinyl corn . limited palate directed pointed acidity , flavors almond skins pithy citrus somewhat bitter finish zero character .",Puerta Vieja Blanco,82,9.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Riojanas 2013 Puerta Vieja Blanco Viura (Rioja),Viura,Bodegas Riojanas,0
5608,5608,Italy,"amarone la coeta huge oak tones spice campfire definitely need years cellar aging soften . wood-heavy formula work , given hearty , thick nature .",La Coeta,88,61.0,Veneto,Amarone della Valpolicella Classico,,,,Corte Lenguin 2007 La Coeta  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Corte Lenguin,0
5616,5616,Italy,"long oak regime ( 36 months barrel ) helps cement amarone 's tones barbecue sauce , cola , savory spice dark . shows ripe , chewy quality loads masculine power intensity .",Zovo,88,47.0,Veneto,Amarone della Valpolicella,,,,Zanoni 2006 Zovo  (Amarone della Valpolicella),"Corvina, Rondinella, Molinara",Zanoni,0
5640,5640,Spain,"ripe , sweet stylish , blackberry , root beer herb aromas . bulky yet balanced , black cherry comes jammy style . black tea , ground spices , coffee raw oak work finish . dark handsome , one n't overly complex ready drink 2011 .",Real De Asúa,90,145.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,CVNE 2001 Real De Asúa  (Rioja),Tempranillo,CVNE,0
6173,6173,Spain,"salmon color aromas cantaloupe , peach grape skins lead tight pulpy palate . fleshy peach papaya flavors , like nose , come sense skins . round , chewy finish bold fairly serious .",,87,14.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Urbina 2016 Rosado (Rioja),Rosado,Urbina,0
6184,6184,Spain,"fresh basic apple pear aromas lead direct palate citric acidity . dry , simple peach nectarine flavors replaced mild briny character finish .",Lagunilla,87,13.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Marqués de la Concordia 2016 Lagunilla Viura (Rioja),Viura,Marqués de la Concordia,0
6308,6308,Italy,"offers warm , dried-fruit aromas prune , plum raisin . palate shows subdued sour cherry mint 's dilute falls apart quickly , leaving short finish .",,83,22.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Colle Bereto 2011  Chianti Classico,Red Blend,Colle Bereto,0
6452,6452,Italy,"beautifully aged , shows dusty , ripe quality . bouquet rounded notes leather , resin , molasses , tobacco , dried ginger , cola licorice . 's tight firmness tannins , gracefully carried forward years .",Guglielmi di Jago,91,95.0,Veneto,Amarone della Valpolicella Classico,,,,Villa Spinosa 2001 Guglielmi di Jago  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Villa Spinosa,0
6463,6463,Italy,"big bold , noticeable alcohol loads chocolate , espresso jammy black-fruit flavors . overall muscle brawn mouthfeel give balance heat intensity . pair aged cheese grilled steak .",I Fondatori Riserva,91,80.0,Veneto,Amarone della Valpolicella Classico,,,,Fabiano 2005 I Fondatori Riserva  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Fabiano,0
6469,6469,Italy,"doles multiple layers cinnamon , red cherry , vanilla , blackberry , espresso tobacco flavors . 's modern , chewy bright , slightly sweet flavors would pair pork roasted fennel steak creamy mushroom sauce .",Campo Leòn,91,54.0,Veneto,Amarone della Valpolicella,,,,Latium di Morini 2008 Campo Leòn  (Amarone della Valpolicella),"Corvina, Rondinella, Molinara",Latium di Morini,0
6472,6472,Italy,"powerful muscular , would pair succulent red meat piquant cheese . mouthfeel velvety supple , bouquet redolent cooked berry , prune , dried bay leaf , humus , toasted coffee bean licorice .",,91,70.0,Veneto,Amarone della Valpolicella Classico,,,,Rubinelli Vajol 2008  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Rubinelli Vajol,0
6478,6478,Italy,"dark brawny , almost impenetrable concentration bold aromas jammy , blackberry , espresso , cedar moist tobacco . smooth , rich texture , lively highlights teriyaki , ginger cola .",,91,34.0,Veneto,Amarone della Valpolicella Classico,,,,Brunelli 2009  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Brunelli,0
6519,6519,France,"lean , acid-driven , without much way generous . green strawberry note , light sense structure minerally finish .",La Minée,83,18.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,L. Tramier & Fils 2010 La Minée  (Bourgogne),Pinot Noir,L. Tramier & Fils,0
6521,6521,France,"surprisingly light vintage , wood note intense acidity , crisp , almost green , raspberry flavor . finish juicy .",,83,,Burgundy,Bourgogne,,Roger Voss,@vossroger,André Guichot 2009  Bourgogne,Pinot Noir,André Guichot,0
6536,6536,France,"light simple , freshness . hint citrus , acidity shows well finish . aperitif style .",Octavie Crémieux,83,,Burgundy,Bourgogne,,Roger Voss,@vossroger,Pierre André 2010 Octavie Crémieux  (Bourgogne),Chardonnay,Pierre André,0
6590,6590,Italy,"tight mineral notes shape created extra dimension simple , genuine fruity chianti classico . offers chewy cherry , chocolate notes spicy acidity close .",,87,,Tuscany,Chianti Classico,,,,Villa Cerna 2006  Chianti Classico,Sangiovese,Villa Cerna,0
6592,6592,Italy,"sweet aromas bursting cherry , marzipan , cinnamon , nutmeg touch licorice extra dimension . offers sour cherry mouth spicy tones lean , streamlined consistency . enologist stefano chioccioli .",Rubiolo,87,,Tuscany,Chianti Classico,,,,Gagliole 2006 Rubiolo  (Chianti Classico),Sangiovese,Gagliole,0
