,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,predicted
4266,4266,France,"merlot/cabernet sauvignon/malbec balanced attractive juicy acidity red berry flavors , leaving perfumed aftertaste . light drink young , carreau family attractive .",,85,14.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château la Croix Saint-Pierre 2013  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château la Croix Saint-Pierre,7
4401,4401,France,"ripe warm generous red-berry fruits touches spice . rounded , full fruitiness layer tannins nicely judged give support breadth . drink 2019 .",Vieilles Vignes,88,31.0,Burgundy,Bourgogne Hautes Côtes de Nuits,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2015 Vieilles Vignes  (Bourgogne Hautes Côtes de Nuits),Pinot Noir,Jean-Luc and Paul Aegerter,7
4563,4563,France,"rich ready drink . red fruits warm tannins , ripe light structure balanced acidity . already easy wine—fruity soft end .",Château Tuilerie Pagès,85,15.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Les Vignerons Réunis de Monségur 2014 Château Tuilerie Pagès  (Bordeaux),Bordeaux-style Red Blend,Les Vignerons Réunis de Monségur,7
5811,5811,France,"soft full red fruits , simple , forward immediately drinkable , gentle tannins light acidity . complications , fruitiness .",Réserve,84,,Burgundy,Bourgogne,,Roger Voss,@vossroger,Nuiton-Beaunoy 2012 Réserve  (Bourgogne),Pinot Noir,Nuiton-Beaunoy,7
5825,5825,France,"light-colored , soft supple palate filled red fruits . 's immediately drinkable , already showing signs maturity .",,84,24.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Manuel Olivier 2011  Bourgogne,Pinot Noir,Manuel Olivier,7
5941,5941,France,"ripe concentrated , rich blackberry-flavored , dense texture lifted acidity stalky edge . , like many vintage , still firm side could age . drink 2017 .",,88,15.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château le Calvaire 2011  Bordeaux Supérieur,Bordeaux-style Red Blend,Château le Calvaire,7
5958,5958,France,"soft , light , packed red cherries fresh berries , star . tannins mere hint , enjoyed soon attractive juiciness .",,84,16.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Denisiane 2009  Bordeaux,Bordeaux-style Red Blend,Château Denisiane,7
6058,6058,France,"ripe , round , fruity . refreshing lively midpalate , crisp citrus note finish . created producta vignobles , cooperative group .",La Cabane aux Oiseaux,89,13.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Producta Vignobles 2014 La Cabane aux Oiseaux Rosé (Bordeaux Rosé),Rosé,Producta Vignobles,7
6081,6081,Italy,"wild cherry , ripe strawberry , graphite , clove licorice sensations emerge elegant red . 's well balanced already enjoyable thanks supple tannins fresh acidity . provide easy-drinking pleasure next years . enjoy 2017 .",,89,18.0,Tuscany,Chianti Rufina,,Kerin O’Keefe,@kerinokeefe,Fattoria Il Lago 2012  Chianti Rufina,Sangiovese,Fattoria Il Lago,7
6652,6652,France,"good , rich , fruited , lively acidity pure fresh character . maturity , fine texture , finishing rich toast .",Pinot Noir Brut,90,25.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Simonnet-Febvre NV Pinot Noir Brut  (Crémant de Bourgogne),Pinot Noir,Simonnet-Febvre,7
6814,6814,France,"powerful , ripe , beginning open , dominant character . 's full mouth , packed black plums ripe damsons finished soft tannins slight warmth .",,88,25.0,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château Carignan 2009  Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend,Château Carignan,7
6978,6978,France,"perfumed , ripe soft . shows richness vintage plenty warm . lemon flavors lend final lift richer apricot pear notes . drink .",,86,20.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Gardut Haut Cluzeau 2016  Blaye Côtes de Bordeaux,Bordeaux-style White Blend,Château Gardut Haut Cluzeau,7
7587,7587,France,"initial impression jammy , almost sweet . later bright berry fruits , wood dense tannin core kick . sweet chocolate juicy edge , ready drink . screwcap .",Intense,85,12.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Lamothe-Vincent 2007 Intense  (Bordeaux),Bordeaux-style Red Blend,Château Lamothe-Vincent,7
7725,7725,France,"light wood-aging flavor gives richness along fine ripe yellow fruits . ripe fruity excellent year white bordeaux , smooth ready drink .",Elegance,88,17.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Haut Bertinerie 2014 Elegance  (Blaye Côtes de Bordeaux),Bordeaux-style White Blend,Château Haut Bertinerie,7
7903,7903,France,"soft , perfumed , shows attractive light black currant flavors well tannins , acidity young fruity character . ready drink .",Ilixens,84,18.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Fleury 2012 Ilixens  (Bordeaux),Bordeaux-style Red Blend,Fleury,7
8154,8154,France,"concentrated , herbal good balance great tangy , zesty texture . fruity character spicy aftertaste , 's already pleasure drink .",,87,15.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château le Grand Verdus 2016  Bordeaux Blanc,Bordeaux-style White Blend,Château le Grand Verdus,7
8188,8188,France,"mont-pérat slopes overlooking garonne river , offering great exposure . maybe 's well balanced , ripe fruits sliced open acidity . texture smooth , given spice judicious wood aging . drink year .",,91,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Mont-Pérat 2006  Bordeaux Blanc,Bordeaux-style White Blend,Château Mont-Pérat,7
8617,8617,France,"produced organic grapes , lightly structured full black currant fruitiness . touch spice wood aging , 's soft easy drink .",,86,10.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château la Guillaumette 2015  Bordeaux,Bordeaux-style Red Blend,Château la Guillaumette,7
8822,8822,France,"attractively balanced black fruits well integrated soft tannins , perfumed acidity ripe , juicy texture . developing deliciously , ready drink 2015 .",,87,,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château Picoron 2011  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château Picoron,7
9123,9123,France,"old vines , complex structured brings richness ripe tannins 2010. 's firm although concentration shows strongly . 's impressive , juicy , red-fruited age . drink 2017 .",Grand Vin,90,29.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château la Baronnerie 2010 Grand Vin  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château la Baronnerie,7
9571,9571,France,"fruity , packed juicy red cherries . considerable acidity gives fresh feel allows soft tannins develop easily . light character lack depth , aging . drink 2016 .",Les Dames Huguettes,86,,Burgundy,Bourgogne Hautes Côtes de Nuits,,Roger Voss,@vossroger,Nuiton-Beaunoy 2012 Les Dames Huguettes  (Bourgogne Hautes Côtes de Nuits),Pinot Noir,Nuiton-Beaunoy,7
9856,9856,France,"soft , full ripe apricots melons , summarizes rich white-wine vintage . creamy , laced enough acidity fruity . ready drink .",Le Renard,86,23.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Domaines Devillard 2015 Le Renard  (Bourgogne),Chardonnay,Domaines Devillard,7
10129,10129,France,"attractive ripe fruits go lime toast flavors . soft green , flavors apricot intense final acidity . delicious , ready-to-drink .",,86,,Burgundy,Bourgogne,,Roger Voss,@vossroger,Maurice Ecard 2009  Bourgogne,Chardonnay,Maurice Ecard,7
10258,10258,France,"full-bodied , structured full ripe berry fruits , delicate acidity soft tannins . juicy element offers freshness balance firm texture . wait year drink .",,89,12.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château de Costis 2011  Bordeaux,Bordeaux-style Red Blend,Château de Costis,7
10572,10572,France,"soft , fruity gently ripe , light , easygoing . touch pepper well strawberry flavors . drink .",Collection Grande Réserve,84,18.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Marot 2016 Collection Grande Réserve Rosé (Bordeaux Rosé),Rosé,Château Marot,7
10665,10665,France,"blackberry flavor juicy character , bright , fresh feel soft tannins .",,84,12.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Chaubinet 2011  Bordeaux,Bordeaux-style Red Blend,Château Chaubinet,7
10806,10806,France,"lightly perfumed , soft , single-vineyard full black-cherry fruits . acidity round texture make drink young . drink 2018 .",La Minée,85,24.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,L. Tramier & Fils 2016 La Minée  (Bourgogne),Pinot Noir,L. Tramier & Fils,7
11302,11302,France,"fine , juicy fruity . firm , smoky tannins background . fruitiness , likely ready drink soon , certainly 2017 .",,87,16.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Donjon de Bruignac 2014  Bordeaux,Bordeaux-style Red Blend,Château Donjon de Bruignac,7
11305,11305,France,"vignobles bourdillas brothers ' fruity black currant fruits bright acidity . fresh crisp texture light tannins , ready drink 2017 .",,87,20.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Jussas 2014  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Jussas,7
11400,11400,France,"meynard family ripe soft smooth , creamy texture perfumed backdrop . ready drink , full good acidity tangy , zesty texture . aftertaste keeps attractive perfumed character .",,91,13.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Bois Malot 2016  Bordeaux Blanc,Bordeaux-style White Blend,Château Bois Malot,7
11636,11636,France,"soft cushiony light red cherry , gentle tannins attractively soft , fruity aftertaste . drink .",,85,20.0,Burgundy,Bourgogne Hautes Côtes de Nuits,,Roger Voss,@vossroger,Labouré-Roi 2015  Bourgogne Hautes Côtes de Nuits,Pinot Noir,Labouré-Roi,7
11932,11932,France,"bright , fruity , rounded soft texture . 's full ripe , melon green plum notes , plus touch bitterness finish .",La Dame Blanche,85,20.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château du Taillan 2011 La Dame Blanche  (Bordeaux Blanc),Sauvignon Blanc,Château du Taillan,7
11934,11934,France,"fruity rather soft , already shows maturity . 's attractive , red-fruited 's light fragrant . aging .",,85,13.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Pey la Tour 2010  Bordeaux,Bordeaux-style Red Blend,Château Pey la Tour,7
11951,11951,France,"perfumed fragrant , shows wood fruity perfumes harmony . 's attractive , forward ready drink .",Cuvée Eden,85,19.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château l'Escart 2010 Cuvée Eden  (Bordeaux Supérieur),Bordeaux-style Red Blend,Château l'Escart,7
13271,13271,France,"ripe fruity , drinking soon . ripe black-plum , structured tannins juicy smoky character already delicious .",,89,18.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château de Nardon 2011  Bordeaux Supérieur,Bordeaux-style Red Blend,Château de Nardon,7
13740,13740,France,"bold , fruity red berries ripe cherry flavors . good juiciness , soft tannins ready drink soon . bright , great acidity end .",Cuvée Tradition,88,14.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château de Lisennes 2011 Cuvée Tradition  (Bordeaux Supérieur),Bordeaux-style Red Blend,Château de Lisennes,7
14282,14282,France,"big , fruity juicy , drinking soon . lively acidity , strong black-currant character light tannins . already well integrated , 's accentuates freshness .",,86,30.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Cantinot 2011  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Cantinot,7
15182,15182,France,"firm , dry textured , tannins losing fruity character . needs least hour decanter show balanced nature . ready drink .",,87,18.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Plaisance 2006  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Plaisance,7
15241,15241,France,"ripe , soft round , accessible , easy yellow-fruit flavors lend sweetly juicy character . acidity cuts warm feel give finish lift .",La Vignée,86,,Burgundy,Bourgogne,,Roger Voss,@vossroger,Bouchard Père & Fils 2010 La Vignée  (Bourgogne),Chardonnay,Bouchard Père & Fils,7
15380,15380,France,"fresh , light fruity , ripe strawberry flavors , bright acidity touch caramel . full mouth , rounded feel soft texture end .",Rosé de Guiet,86,14.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Tour de Guiet 2013 Rosé de Guiet Rosé (Bordeaux Rosé),Rosé,Château Tour de Guiet,7
15967,15967,France,"bright fruity , acidity fresh red berry fruits . background tannins dryness soften next months . drink 2017. property , east saint-émilion , run florent dubard .",Bois Meyney du Château Nardou,85,14.0,Bordeaux,Côtes de Bordeaux,,Roger Voss,@vossroger,Château Nardou 2013 Bois Meyney du Château Nardou  (Côtes de Bordeaux),Bordeaux-style Red Blend,Château Nardou,7
15990,15990,France,"crisp bright recalling sliced apples , fruity fresh . acidity cuts easily lends herbal edge . drink .",,86,17.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Barbé 2016  Blaye Côtes de Bordeaux,Bordeaux-style White Blend,Château Barbé,7
16052,16052,France,"perfumed fruity , light structure along forward red fruits . acidity juicy fruitiness complete attractive , ready drink .",Tradition,87,14.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château l'Escadre 2014 Tradition  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château l'Escadre,7
16053,16053,France,ripe perfumed vignobles marcel petit . good aging potential—full tannins also bold black fruits . structure fruitiness good sign . drink 2019 .,,87,21.0,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château Pillebois 2014  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château Pillebois,7
16552,16552,France,"soft , lightweight , gentle tannins thin character . plenty acidity give freshness . drink .",,84,14.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Dame Jane 2010  Bordeaux,Bordeaux-style Red Blend,Château Dame Jane,7
16557,16557,France,thin dry tannins enough . lightweight hint juiciness .,,83,30.0,Bordeaux,Premieres Côtes de Bordeaux,,Roger Voss,@vossroger,Château du Vallier 2007  Premieres Côtes de Bordeaux,Bordeaux-style Red Blend,Château du Vallier,7
16723,16723,France,"still young , maison bouey good potential . offers hints ripe yellow fruits richness come develops . touch perfumed spice means also savor apéritif .",,90,15.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Lestruelle 2016  Bordeaux Blanc,Bordeaux-style White Blend,Château Lestruelle,7
17150,17150,France,"red berry fruits right front juicy , fruity without great sense structure . matter , 's attractive fresh , ready drink .",,84,10.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Producta Vignobles 2012  Bordeaux,Bordeaux-style Red Blend,Producta Vignobles,7
17366,17366,France,"lightly perfumed , soft , ripe attractive acidity balanced ripe yellow- white-stone fruits . acidity end right . drink .",Passeport Bordeaux Blanc by Laurent Prada,88,10.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Barton & Guestier 2016 Passeport Bordeaux Blanc by Laurent Prada  (Bordeaux Blanc),Bordeaux-style White Blend,Barton & Guestier,7
17514,17514,France,"top cuvée château cadillac great fresh black currant fruits , dark plum skins sweet tannins . also obviously aged wood , element needs calm . wait another year , decant .",Cuvée J.J. Lesgourgues,89,16.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Cadillac 2006 Cuvée J.J. Lesgourgues  (Bordeaux Supérieur),Bordeaux-style Red Blend,Château Cadillac,7
18582,18582,France,"red-berry-flavored , juicy acidity light touch tannins . 's full fresh flavors , finish shows red-cherry-like crispness .",,85,25.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Domaine Jessiaume 2010  Bourgogne,Pinot Noir,Domaine Jessiaume,7
18603,18603,France,"tight , much acidity . red berry flavor cuts crisp texture , hints tannins .",Signature,84,,Burgundy,Bourgogne,,Roger Voss,@vossroger,Maison Champy 2010 Signature  (Bourgogne),Pinot Noir,Maison Champy,7
18650,18650,France,"ripe toasty , rich , full-bodied juicy . ripe berry fruits , touches black currant balancing acidity . wood aging supports palate adds considerable potential . drink fine 2016 .",,90,15.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Sainte Marie 2011  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Sainte Marie,7
18654,18654,France,"dry , dusty tannins ripe , considerable potential . berry fruits balanced , juicy element , fine acidity strong texture . rich full , remaining fresh . drink 2015 .",,90,36.0,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Domaine de l'A 2011  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Domaine de l'A,7
19508,19508,France,"aligoté , soft without crisp acidity . smooth , lightly tangy easy spicy character . ready drink , fruity bright .",,84,,Burgundy,Bourgogne Aligoté,,Roger Voss,@vossroger,Pascal Bouchard 2015  Bourgogne Aligoté,Aligoté,Pascal Bouchard,7
19599,19599,France,"ripe , smooth , rich fruits , juicy strawberry flavor fresh acidity . texture solid dense , obvious potential aging .",La Charmille,89,24.0,Bordeaux,Premieres Côtes de Bordeaux,,Roger Voss,@vossroger,Château La Rame 2006 La Charmille  (Premieres Côtes de Bordeaux),Bordeaux-style Red Blend,Château La Rame,7
19846,19846,France,"bright , ripe fruity . red fruits , gentle tannins juicy acidity , everything place early drinking food friendly . ready late 2017 .",,87,18.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Petite Sirène 2015  Bordeaux,Bordeaux-style Red Blend,Petite Sirène,7
19855,19855,France,top range estate ripe full vivid black currant fruits . tannins although subordinate juicy jammy . almost ready drink . wait mid-2017 .,Grand Réserve,87,15.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Haut-Mouleyre 2014 Grand Réserve  (Bordeaux),Bordeaux-style Red Blend,Château Haut-Mouleyre,7
20424,20424,France,"bordeaux always malbec vineyards although rare . unusual shows , fruity year , grape work well . tannins soft , giving juicy black-fruited forward delicious drink succulent .",En Mémoire du,88,14.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Vignobles Raymond 2014 En Mémoire du  (Bordeaux),Malbec,Vignobles Raymond,7
20879,20879,France,mint sage aromas give instant herbal character . 's balanced citrus fruits cut texture give great freshness intense acidity . drink 2015 .,,89,20.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Roquefort 2013  Bordeaux Blanc,Bordeaux-style White Blend,Château Roquefort,7
20975,20975,France,"soft fruity may young , bright red fruits , 's ready drink . juicy red berry flavors filled spice minty character wood aging . finishes ripe fruitiness .",,85,11.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Lussan 2016  Bordeaux,Bordeaux-style Red Blend,Château Lussan,7
21027,21027,France,"attractive pink color soft acidity , fruity red berry flavors soft , caramel texture . 's ready drink still fresh .",Le Rosé de Mouton Cadet,83,11.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Baron Philippe de Rothschild 2013 Le Rosé de Mouton Cadet Rosé (Bordeaux Rosé),Rosé,Baron Philippe de Rothschild,7
21033,21033,France,"herbal aromas give crisp character . entirely ripe , relies tannins acidity get balance .",,83,13.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Briot 2012  Bordeaux,Bordeaux-style Red Blend,Château Briot,7
21352,21352,France,"soft fruity , young full red fruits attractive acidity . core tannins soften next months . drink 2018 .",Vieilles Vignes,86,,Burgundy,Bourgogne,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2016 Vieilles Vignes  (Bourgogne),Pinot Noir,Jean-Luc and Paul Aegerter,7
22022,22022,France,"soft rounded . plenty acidity part ripe , smooth whole . lemon fruitiness touch spice give aftertaste great lift .",,86,15.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Lauduc 2016  Bordeaux Blanc,Bordeaux-style White Blend,Château Lauduc,7
22470,22470,France,"fresh fruity soft tannins black currant fruits . warmth vintage , giving roundness texture stalkiness would apparent lesser vintage . drink 2018 .",,86,,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Grand Picard 2009  Bordeaux,Bordeaux-style Red Blend,Château Grand Picard,7
22472,22472,France,"dense , juicy , blackberry flavors right front . weight , well-integrated tannins , firmness structure . drink 2015 .",,86,,Bordeaux,Côtes de Bordeaux,,Roger Voss,@vossroger,Château Landonnet 2011  Côtes de Bordeaux,Bordeaux-style Red Blend,Château Landonnet,7
22530,22530,France,"wood aging toast show , also rich . black fruits give juicy , flavorsome character , opulence finished acidity . drink 2016 .",Réserve,89,21.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Saincrit 2012 Réserve  (Bordeaux Supérieur),Bordeaux-style Red Blend,Château Saincrit,7
22697,22697,France,"delightful , light , strawberry . bright , bubbly character acidity gives extra life classic apéritif . hint softness finish .",Rosé Brut,87,24.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Bailly-Lapierre NV Rosé Brut  (Crémant de Bourgogne),Sparkling Blend,Bailly-Lapierre,7
22756,22756,Italy,"ripe , simple , open , fresh-fruited . attractive sweet ripe , light tannins make immediately attractive drink . riserva , lightweight . easy-drinking , 's fine .",Riserva,84,16.0,Tuscany,Chianti Classico,,Roger Voss,@vossroger,Piccini 1998 Riserva  (Chianti Classico),Sangiovese,Piccini,7
22938,22938,France,"fact 60 % cabernet franc gives real perfumed attractiveness . fruity light , crisp lively character . red berries plenty acidity leave fresh aftertaste . drink .",La Vie en Rose,86,15.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Landereau 2015 La Vie en Rose Rosé (Bordeaux Rosé),Rosé,Château Landereau,7
23314,23314,France,"ripe also juicy , fruity full red fruits spicy texture wood aging . drink 2019 .",Château Godard Bellevue,87,22.0,Bordeaux,Francs Côtes de Bordeaux,,Roger Voss,@vossroger,Vignobles Arno 2014 Château Godard Bellevue  (Francs Côtes de Bordeaux),Bordeaux-style Red Blend,Vignobles Arno,7
23325,23325,France,"rich juicy . red berry fruits jammy acidity integrates well soft tannic structure . 's drink soon , wait early 2017 .",,87,14.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château des Antonins 2014  Bordeaux Supérieur,Bordeaux-style Red Blend,Château des Antonins,7
23326,23326,France,"fresh fine acidity , crisp . red-currant flavors dominant character , supported firm tannins . juicy perfumed . drink michel boyer 2018 .",,87,,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château du Cros 2014  Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend,Château du Cros,7
23327,23327,France,moulin 's gravelly four-acre merlot plot offered plenty ripe smooth . tannins red-berry fruits . hints wood aging ripe fruitiness combine give good potential . drink 2018 .,Prélude du Grand Moulin,87,,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Grand Moulin 2014 Prélude du Grand Moulin  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château Grand Moulin,7
23329,23329,France,"bright juicy , acidity , red-berry fruits touch black currants . attractive already , needing months settle . drink 2017 .",Classic,87,15.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Lauduc 2014 Classic  (Bordeaux),Bordeaux-style Red Blend,Château Lauduc,7
23332,23332,France,"fruity , full red-berry flavors smoky tannins background . balanced wood aging berry red-cherry fruitiness . drink 2017 .",,87,10.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Terres Douces 2014  Bordeaux,Bordeaux-style Red Blend,Château Terres Douces,7
23334,23334,France,good ripe red fruits well layers tannin . concentration weight behind juicy acidity . develop well ready 2017 .,,87,22.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Domaine de Courteillac 2014  Bordeaux Supérieur,Bordeaux-style Red Blend,Domaine de Courteillac,7
23541,23541,France,"fresh , fruity full red cherry berry flavors . light touch tannin holds acidity together . 's fine , simple burgundy , ready drunk .",Beaucharme,85,19.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Louis Max 2013 Beaucharme  (Bourgogne),Pinot Noir,Louis Max,7
23685,23685,France,"fine estate produced ripe , fruity 2014. spice wood aging well juicy black currant flavors . generously textured , 's ready drink .",,87,18.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Landereau 2014  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Landereau,7
23688,23688,France,"firm , dense packed tannins . juicy acidity lends crisp character dominant black currant . take time soften , drink 2020 .",,87,9.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Terre Blanque 2015  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Terre Blanque,7
