,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,predicted
2413,2413,France,"fruity lightly herbaceous , fine textured acidity along pink grapefruit flavor . bright easy , ready drink months .",La Fleur d'Amélie,85,15.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de Sours 2011 La Fleur d'Amélie  (Bordeaux Blanc),Bordeaux-style White Blend,Château de Sours,9
2723,2723,France,"tangy textured light tannins , bite citrus acidity plenty . 's bright juicy , lively aftertaste . drink .",Château Terres Douces,86,10.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Vignobles Bonhur 2015 Château Terres Douces Rosé (Bordeaux Rosé),Rosé,Vignobles Bonhur,9
2744,2744,France,"almost white color , fruity crisp lemon lime flavors . light hint tannic structure also suggests minerality . aftertaste bright packed acidity .",Le Canon de Côte Montpezat,86,20.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Côte Montpezat 2015 Le Canon de Côte Montpezat Rosé (Bordeaux Rosé),Rosé,Château Côte Montpezat,9
2751,2751,France,"caramel character less attractive background red fruits . two sides need come balance work completely , wait late 2016 .",Cabane aux Oiseaux,84,15.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Producta Vignobles 2015 Cabane aux Oiseaux Rosé (Bordeaux Rosé),Rosé,Producta Vignobles,9
2768,2768,France,"strawberry-pink-colored candied flavors balanced acidity . fruity , crisp light character .",,84,11.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Lamothe-Vincent 2015 Rosé (Bordeaux Rosé),Rosé,Château Lamothe-Vincent,9
2769,2769,France,"lightest texture , almost tastes like white . plenty citrus character , partnered apple green-fruit flavors . end , look bite tannin gives rosé character .",,84,13.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Laubès 2015 Rosé (Bordeaux Rosé),Rosé,Château Laubès,9
2826,2826,France,"steely , tangy strongly mineral character—tight , taut crisp . green fruits , citrus grassy character dominate . ready drink . unusual 75 % sémillion 25 % sauvignon blanc tends round taste .",,86,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Anniche 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château Anniche,9
2828,2828,France,"smooth keeping fresh wits . citrus , red apple quince flavors give spice ripe fruits . lively , tangy aftertaste , need broaden , drink 2016 .",,86,12.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de l'Aubrade 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château de l'Aubrade,9
2829,2829,France,"dark pink color , red rosé . tannic edge , along red plum acidity fruits . 's clean , allowing space freshness also structured .",,86,,Bordeaux,Bordeaux Clairet,,Roger Voss,@vossroger,Château de Parenchère 2014  Bordeaux Clairet,Bordeaux-style Red Blend,Château de Parenchère,9
2830,2830,France,"crisp fruity , light , bright refreshing , tangy edge gives texture . apples strong citrus character promise round next months . drink late 2015 .",,86,13.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Guichot 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château Guichot,9
2831,2831,France,"sauvignon blanc , muscadelle sémillon round , full softly textured . white fruits , spice fresh acidity already well integrated . end tangy lemon zest flavors . drink . estate forcato family since 1950 .",,86,12.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Lary 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château Lary,9
3111,3111,France,"light toast aromas , shows vanilla wood aging fruitiness . barnyard edge brings rusticity . finish , acidity bring freshness .",Le Grand Rossignol du Château Lamothe Vincent,84,25.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Lamothe-Vincent 2011 Le Grand Rossignol du Château Lamothe Vincent  (Bordeaux Supérieur),Bordeaux-style Red Blend,Château Lamothe-Vincent,9
3133,3133,France,"light , bright fruity , full citrus acidity ripe , herbaceous character . lively fresh , sauvignon-dominated .",Grand Théatre,83,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Univitis 2012 Grand Théatre  (Bordeaux Blanc),Bordeaux-style White Blend,Univitis,9
3134,3134,France,"seems thin rather tight . much acidity , dry tannic structure . aging .",,83,,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Gréteau Médeville 2011  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Gréteau Médeville,9
3252,3252,France,"crisp , fruity delicious acidity . gray-pink color , ripe red berries also impart attractive freshness . crisp , tangy textured end .",Le Rosé Gourmand de Lestruelle,86,,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Maison Bouey 2014 Le Rosé Gourmand de Lestruelle Rosé (Bordeaux Rosé),Rosé,Maison Bouey,9
3693,3693,France,"already showing toasty maturity , chardonnay pinot noir delicate , yeasty rounded . coming northern burgundy , cool climate feel , textured orange zest crispest acidity . ready drink , although another years bottle improve even .",Egarade,91,26.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Bailly-Lapierre 2011 Egarade  (Crémant de Bourgogne),Champagne Blend,Bailly-Lapierre,9
4479,4479,France,"ripe soft , impressively rich pinot noir grown far north burgundy . hints red fruits along pear tight citrus minerality . ready drink .",Brut,91,25.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Bailly-Lapierre NV Brut  (Crémant de Bourgogne),Pinot Noir,Bailly-Lapierre,9
4542,4542,France,"bordeaux claret darker color rosé , suggesting weight . , though , also green herbal edge less attractive .",,82,,Bordeaux,Bordeaux Clairet,,Roger Voss,@vossroger,Château de Piote 2012 Red (Bordeaux Clairet),Bordeaux-style Red Blend,Château de Piote,9
4577,4577,France,"birot estate cadillac , fortress town banks garonne . classic sauvignon sémillon herbal , green grassy . bright acidity lemon lightly tangy texture . drink .",,85,18.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de Birot 2015  Bordeaux Blanc,Bordeaux-style White Blend,Château de Birot,9
5076,5076,France,"soft , rounded , showing light acidity fresh . melons pears dominate ripe flavors , touch almonds rich aftertaste .",,87,17.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de la Vieille Tour 2013  Bordeaux Blanc,Bordeaux-style White Blend,Château de la Vieille Tour,9
5087,5087,France,"cool , sauvignon , strong herbaceous citrus flavors . 's crisp , showing bright , tight , slightly mineral texture .",,86,15.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Pezat 2012  Bordeaux Blanc,Sauvignon Blanc,Pezat,9
5322,5322,Spain,"pink color , fresh , clean aromas stone fruits . feels medium full , red licorice , sweet baking-spice raspberry flavors . quick , round solid finish , lingers quite time . fine summer sipper .",,87,9.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Marqués de Cáceres 2011 Rosé (Rioja),Rosé,Marqués de Cáceres,9
5968,5968,France,"red dominates attractive , light shows acidity year also suggesting light tannins . aftertaste touch smokiness . develop quickly .",,87,27.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Faiveley 2014  Bourgogne,Pinot Noir,Faiveley,9
6044,6044,France,"attractive fragrance pleasureable mouthfeel characterize medium-weight offering . 50-50 sémillon sauvignon blanc , offers pear , lemon , vanilla-oak flavors nose mouth . long smooth finish unexpectedly elegant , something often found price . best buy .",Reserve,88,10.0,Bordeaux,Bordeaux Blanc,,,,Calvet 1998 Reserve  (Bordeaux Blanc),Bordeaux-style White Blend,Calvet,9
6162,6162,France,"powerful rich , superripe grapes , follows style bordeaux seems want make white burgundy . creamy , rounded , spicy toast , white fruits , touch citrus , full , intense aftertaste .",,89,13.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Tour de Mirambeau 2007  Bordeaux Blanc,Bordeaux-style White Blend,Château Tour de Mirambeau,9
6477,6477,France,"minerality reminder grapes come area near chablis . tangy , zingy character , nervy edge promises aging , also provides fruity , apple-driven pleasure .",Vive-la-Joie Brut,91,30.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Bailly-Lapierre 2007 Vive-la-Joie Brut  (Crémant de Bourgogne),Champagne Blend,Bailly-Lapierre,9
6510,6510,France,"open simple , light touch citrus , edge wood background . bright ready drink .",Cuvée Oligocene,83,,Burgundy,Bourgogne,,Roger Voss,@vossroger,Domaine Patrick Javillier 2010 Cuvée Oligocene  (Bourgogne),Chardonnay,Domaine Patrick Javillier,9
6513,6513,France,"fruity , ripe round , simple chardonnay gives pleasure warm texture softness . apple flavor leads gentle finish .",,83,15.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Lupé-Cholet 2010  Bourgogne,Chardonnay,Lupé-Cholet,9
6520,6520,France,"gentle 's textured acidity , offering yellow white fruits toast spice flavors . round soft , finishing tight edge acidity .",,83,,Burgundy,Bourgogne,,Roger Voss,@vossroger,Louis Jadot 2010  Bourgogne,Chardonnay,Louis Jadot,9
7243,7243,France,"bright grapefruit lime flavors round note creamed apple . delicious , full-flavored 's finely balanced crisp finish .",,87,,Burgundy,Bourgogne,,Roger Voss,@vossroger,Domaine Bernard Millot 2010  Bourgogne,Chardonnay,Domaine Bernard Millot,9
7307,7307,France,"ripe soft sauvignon blanc sémillon . well balanced , rich , spicy lifted lemon apple flavors final acidity . 's ready drink .",,90,10.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Vircoulon 2016  Bordeaux Blanc,Bordeaux-style White Blend,Château Vircoulon,9
7573,7573,France,"totally fresh benefited quality whites 2007 bordeaux . lemony pink grapefruit flavors giving intense lift . herbaceousness , green herbs juicy fruits . drink .",Premius Bordeaux Sauvignon,85,10.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Yvon Mau 2007 Premius Bordeaux Sauvignon  (Bordeaux Blanc),Sauvignon Blanc,Yvon Mau,9
7579,7579,France,"heavy dose sauvignon blanc brings herbaceous , grassy , white currants gooseberry flavors . 's young , needs time coalesce . certainly fresh , fruity , right front .",Sauvignon,85,10.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Lamothe-Vincent 2008 Sauvignon  (Bordeaux Blanc),Sauvignon Blanc,Château Lamothe-Vincent,9
7730,7730,France,"49 % sémillon rich gives full , ripe character . backed herbal sauvignon blanc add freshness . fruity citrus white stone fruits , ready drink 2017 .",,88,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Clarendelle 2015  Bordeaux Blanc,Bordeaux-style White Blend,Clarendelle,9
7888,7888,France,"soft gently fruity , 's fairly basic provide pinot noir character . red cherries , light acidity jammy aftertaste . drink .",,84,20.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Louis Chavy 2012  Bourgogne,Pinot Noir,Louis Chavy,9
7898,7898,France,"typical freshness 2011 seems thin side . black currant flavors run alongside high acidity , tannins show strongly . aftertaste brings tight , mineral acidity .",,84,35.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château la Petite Roque 2010  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château la Petite Roque,9
8019,8019,France,"bright fruity , enjoyed . 's crisp acidity , concentrated creamed-apple flavors broadened touch wood .",Prestige,86,18.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Henri de Villamont 2010 Prestige  (Bourgogne),Chardonnay,Henri de Villamont,9
8155,8155,France,"crisp fruity , full apple citrus flavors . also features touch wood spice , creamy aftertaste light wood aging . drink .",,87,30.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Mont-Pérat 2016  Bordeaux Blanc,Bordeaux-style White Blend,Château Mont-Pérat,9
8156,8156,France,"tight , mineral-textured . crisp keeps bright , texture adds serious , structured note . wait late 2017 come completely together .",,87,12.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Petit Moulin 2016 Rosé (Bordeaux Rosé),Rosé,Château Petit Moulin,9
8371,8371,France,"soft forward fruitiness light tang lemon zest . almond accents touch minerality add complexity , enhancing immediate appeal .",,87,,Burgundy,Bourgogne,,Roger Voss,@vossroger,Maison Charles Père et Fils 2015  Bourgogne,Chardonnay,Maison Charles Père et Fils,9
8635,8635,France,"rich , full-bodied also crisp . bottle age giving edge toastiness four grapes , pinot noir , gamay , chardonnay aligoté . good orange zest tang , steely edge tight final acidity .",Réserve Brut,89,21.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Bailly-Lapierre NV Réserve Brut  (Crémant de Bourgogne),Sparkling Blend,Bailly-Lapierre,9
8639,8639,France,"complex , full-bodied full mature flavors touch toast add attractive mix . apple , quince almonds well blended together , finely balanced , could age couple years .",Perle d'Or Brut,89,25.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Louis Bouillot 2007 Perle d'Or Brut  (Crémant de Bourgogne),Champagne Blend,Louis Bouillot,9
8819,8819,France,"ripe side herbaceous , full rounded . citrus flavors along richer tropical fruits , mineral edge delicious , juicy acidity . drunk , better 2015 .",,87,16.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Ducasse 2012  Bordeaux Blanc,Bordeaux-style White Blend,Château Ducasse,9
8824,8824,France,"herbaceousness comes sauvignon sémillon . sémillon also gives full texture well potential richness . attractive citrus acidity , drinkable age .",,87,25.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Tanesse 2012  Bordeaux Blanc,Bordeaux-style White Blend,Château Tanesse,9
10560,10560,France,"signature herbal aromas tangy , grapefruit-like acidity , light , fruity ready drink .",Limited Release,84,10.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Calvet 2016 Limited Release  (Bordeaux Blanc),Sauvignon Blanc,Calvet,9
11113,11113,France,"grapes small village saint-bris le vineux west chablis used attractive , crisp fruity . strongly mineral tang fruitiness lemon zest intense acidity . aftertaste softer , rounded ready drink .",Paul Delane Réserve Brut,87,23.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Bailly-Lapierre NV Paul Delane Réserve Brut  (Crémant de Bourgogne),Sparkling Blend,Bailly-Lapierre,9
11127,11127,France,"includes aligoté along traditional champagne grapes , lively bright . fresh apples soft aftertaste make easy drink lit final acidity .",Brut,87,20.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Cave de Bissey NV Brut  (Crémant de Bourgogne),Sparkling Blend,Cave de Bissey,9
11149,11149,France,"young , fruity bright acidity red berry comes across lean . structure tannic core suggests needs age . drink 2019 .",Grande Cuvée,89,20.0,Burgundy,Bourgogne Hautes Côtes de Nuits,,Roger Voss,@vossroger,Nuiton-Beaunoy 2015 Grande Cuvée  (Bourgogne Hautes Côtes de Nuits),Pinot Noir,Nuiton-Beaunoy,9
11304,11304,France,"fresh fruity , bright , full almost shocking acidity red-currant fruits . tannins , although afterthought . drink light fresh 2017 .",,87,20.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Jean Faux 2014  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Jean Faux,9
11380,11380,France,"soft rich , fruity textured . strong pear spice flavors complement edge lemon zest . combination results bright fruity . screwcap .",,87,15.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Bel Air Perponcher 2011  Bordeaux Blanc,Bordeaux-style White Blend,Château Bel Air Perponcher,9
11401,11401,France,"produced classed-growth sauternes estate , 100 % sauvignon blanc comes 17-acre parcel . plenty herbal flavors also riper , yellow-fruit tinge . lightly oaked , ripe warm vintage ready drink .",Le Sec de Rayne Vigneau,91,26.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de Rayne Vigneau 2015 Le Sec de Rayne Vigneau  (Bordeaux Blanc),Bordeaux-style White Blend,Château de Rayne Vigneau,9
11456,11456,France,"bright , crisp character reminiscent chablis . refreshing lemon apple flavors , 's ready drink .",Château de Mercey,87,23.0,Burgundy,Bourgogne Hautes Côtes de Beaune,,Roger Voss,@vossroger,Antonin Rodet 2010 Château de Mercey  (Bourgogne Hautes Côtes de Beaune),Chardonnay,Antonin Rodet,9
11484,11484,France,"nicolas potel 's entry-level burgundy elegant , fruity , soft tannins , rich strawberry ripe feel . ready drink .",Vieilles Vignes,87,22.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Roche de Bellene 2010 Vieilles Vignes  (Bourgogne),Pinot Noir,Roche de Bellene,9
11522,11522,France,"tight acidity grassy herbaceous character , crisp , flinty structure brittle apple skin texture . fresh aperitif drinking .",,86,17.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château La Rame 2009  Bordeaux Blanc,Bordeaux-style White Blend,Château La Rame,9
11806,11806,France,"90 % sauvignon blanc 10 % sémillon green , herbal full acidity citrus flavors . lemon-zest tang gives crisp texture bright acidity . drink fruity 2016 .",Cuvée Izzy,86,13.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Petit-Freylon 2014 Cuvée Izzy  (Bordeaux Blanc),Bordeaux-style White Blend,Château Petit-Freylon,9
12377,12377,France,"fruity crisp , attractive lemon pear-flavored certified organic vineyards . fresh , balanced acidity creamy texture , 60 % sauvignon 40 % sémillon ready drink .",,85,16.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de la Vieille Tour 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château de la Vieille Tour,9
12400,12400,France,"old vines , concentrated weight tight , mineral texture . pears hints yellow fruits combine acidity contrasting touch honey . drink 2015 .",,87,16.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Château de Pizay 2012  Bourgogne,Chardonnay,Château de Pizay,9
12482,12482,France,"herbaceous fruity , textured character , orange zest note strong lemon juiciness . 's fresh ready drink , likely age years .",,86,12.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Marac 2011  Bordeaux Blanc,Bordeaux-style White Blend,Château Marac,9
12750,12750,France,"crisply fruity , herbaceous citric , lemon zest fine pineapple . 's acidity soften year .",,85,17.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Tanesse 2010  Bordeaux Blanc,Bordeaux-style White Blend,Château Tanesse,9
12924,12924,France,"effectively blanc de blancs , although labeled , crisp , steely , mineral . chablis-like cut thrust citrus apple flavors , bright fruity , although attractive bottle age toast .",Brut,91,25.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Bailly-Lapierre NV Brut  (Crémant de Bourgogne),Chardonnay,Bailly-Lapierre,9
13291,13291,France,"fresh refreshing acidity . crisp citrus , green apples touch apricot give fruitiness contained steel mineral texture . full acidity keeping riper , fruity character . drink late 2015 .",,90,14.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de Marsan 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château de Marsan,9
13344,13344,France,"fresh , soft , citrus-flavored freshness comes green pear lemon sharpness . touches wood round delicious , easy .",,86,18.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Pezat 2006  Bordeaux Blanc,Bordeaux-style White Blend,Pezat,9
13847,13847,France,"produced outside chablis region , minerality steely character . also offers ripe yellow fruits intense acidity . combination elements suggests needs age another year , wait 2017 .",Côtes d'Auxerre,86,18.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Bailly-Lapierre 2014 Côtes d'Auxerre  (Bourgogne),Chardonnay,Bailly-Lapierre,9
14033,14033,France,"creamy , light soft offers attractive acidity touch citrus . fruity brings bright aftertaste . light buttery character ready drink .",,88,28.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Alex Gambal 2014  Bourgogne,Chardonnay,Alex Gambal,9
14095,14095,France,"crisp , clean , fruity , tangy lemony . really attractive , classic kind . screwcap .",,87,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Bonnet 2008  Bordeaux Blanc,Bordeaux-style White Blend,Château Bonnet,9
14142,14142,France,"epineuil region burgundy chablis , producing light , fruity pinot noir . perfumed dusty show firm tannins . bright red currant raspberry fruits , fresh aftertaste .",Côte de Grisey,87,23.0,Burgundy,Bourgogne Epineuil,,Roger Voss,@vossroger,Domaine Dominique Gruhier 2011 Côte de Grisey  (Bourgogne Epineuil),Pinot Noir,Domaine Dominique Gruhier,9
14180,14180,France,"fragrant , floral , smooth touch vanilla . fruity , ripe feel , shows fresh , crisp , apple-like acidity . ready-to-drink , balanced chardonnay .",,86,27.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Domaine Jessiaume 2010  Bourgogne,Chardonnay,Domaine Jessiaume,9
14185,14185,France,"balances acidity full fruitiness . show lively , fresh character well rich apple pear flavors . end shows youthful texture , offering chance hold 2015 .",Mission St Vincent,90,26.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Producta Vignobles 2013 Mission St Vincent  (Bordeaux Blanc),Sauvignon,Producta Vignobles,9
14283,14283,France,"tight herbaceous , sauvignon-oriented . classic , intensely grassy feel , tangy lemon texture green acidity . intense concentrated .",,86,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Gréteau Médeville 2012  Bordeaux Blanc,Bordeaux-style White Blend,Château Gréteau Médeville,9
14303,14303,France,"great green plum , gooseberry pink grapefruit flavors , delicious salad . lively acidity , bright texture attractive tangy feel . 's ready drinking .",Les Hauts de Bel-Air,86,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Maison Sichel 2012 Les Hauts de Bel-Air  (Bordeaux Blanc),Bordeaux-style White Blend,Maison Sichel,9
14478,14478,France,"bone dry , crisp fruity . presents bright lively character plus orange peel tang . acidity end fresh , touch caramel .",,84,12.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château de l'Aubrade 2014 Rosé (Bordeaux Rosé),Rosé,Château de l'Aubrade,9
14479,14479,France,"fruity , crisp , lemon-scented flavored , grassy , herbaceous character green sauvignon blanc . aftertaste tight bitterness .",,84,15.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de Parenchère 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château de Parenchère,9
14484,14484,France,"caramel-flavored , lightly pink soft full mouth , light touch tannin background . drink .",,84,9.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Maison Noble 2014 Rosé (Bordeaux Rosé),Rosé,Château Maison Noble,9
14485,14485,France,"deep pink color , gently fruity much caramel flavor . offers red currant end attractive acidity .",La Rosée de Ramage,84,14.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Ramage la Batisse 2014 La Rosée de Ramage Rosé (Bordeaux Rosé),Rosé,Château Ramage la Batisse,9
14496,14496,France,rosé struggling get . strawberry fruits combined tannins way work . bordeaux clairet lies rosé red color taste .,,83,14.0,Bordeaux,Bordeaux Clairet,,Roger Voss,@vossroger,Château de Marsan 2014  Bordeaux Clairet,Bordeaux-style Red Blend,Château de Marsan,9
14497,14497,France,"soft , fruity without great definition . ripe , red character contrasts bitter acidity . ready drink . 50/50 merlot cabernet sauvignon .",,83,10.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Taussin 2014 Rosé (Bordeaux Rosé),Rosé,Château Taussin,9
14523,14523,France,"mainly pinot noir touch gamay , crisp red-currant flavored . comes northern burgundy giving cool character fruity . acidity orange zest end really refreshing .",Rosé Brut,88,25.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Bailly-Lapierre NV Rosé Brut  (Crémant de Bourgogne),Sparkling Blend,Bailly-Lapierre,9
14576,14576,France,fresh also full rich ripe pear raspberry fruits . balanced ready drink .,,89,10.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Fonfroide 2015 Rosé (Bordeaux Rosé),Rosé,Château Fonfroide,9
14690,14690,France,"cooler northern part burgundy far southern champagne , 's unsurprising source much sparkling burgundy . pale colored rosé soft fruity , hint red cherry plenty fine , crisp acidity . drink .",Brut Rosé,89,19.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Simonnet-Febvre NV Brut Rosé  (Crémant de Bourgogne),Pinot Noir,Simonnet-Febvre,9
15367,15367,France,"tight , crisp herbaceous , dominated sauvignon blanc . mineral character gives firm texture . needs age months , drink 2015 .",Léo de la Gaffelière,86,14.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Maison Malet Roquefort 2013 Léo de la Gaffelière  (Bordeaux Blanc),Bordeaux-style White Blend,Maison Malet Roquefort,9
15374,15374,France,"fresh lightly fruity , 's crisp fragrant . great acidity touch herbaceousness , 's ready drink .",,86,18.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château du Cros 2013  Bordeaux Blanc,Sauvignon Blanc,Château du Cros,9
